gene	degree
AARS	0.00042198544150226817
AARS1	0.00021099272075113408
AARS2	0.00010549636037556704
AARSD1	0.006066040721595105
AASDHPPT	0.0004747336216900517
AASS	5.274818018778352e-05
AATF	0.0024791644688258257
AATK	0.00021099272075113408
ABAT	0.00010549636037556704
ABCA1	0.0029011499103280937
ABCA12	0.00010549636037556704
ABCA2	0.0002637409009389176
ABCA4	5.274818018778352e-05
ABCA5	0.00010549636037556704
ABCA7	5.274818018778352e-05
ABCB1	0.0010549636037556704
ABCB11	0.0002637409009389176
ABCB4	0.0002637409009389176
ABCB5	0.00042198544150226817
ABCB6	0.00010549636037556704
ABCB7	0.0002637409009389176
ABCB8	0.00015824454056335058
ABCC1	0.0002637409009389176
ABCC10	5.274818018778352e-05
ABCC2	0.0007384745226289693
ABCC3	0.00010549636037556704
ABCC5	0.00021099272075113408
ABCC6	0.0002637409009389176
ABCC8	0.001424200865070155
ABCC9	0.0010022154235678868
ABCD1	0.00042198544150226817
ABCD2	0.00036923726131448466
ABCD3	0.0004747336216900517
ABCD4	0.0005274818018778352
ABCE1	0.0026901571895769595
ABCF1	0.0005274818018778352
ABCF2	0.0002637409009389176
ABCF3	0.001213208144319021
ABCG1	0.00021099272075113408
ABCG2	5.274818018778352e-05
ABCG4	0.00042198544150226817
ABCG5	0.0002637409009389176
ABCG8	0.0005274818018778352
ABHD1	5.274818018778352e-05
ABHD11	0.001107711783943454
ABHD14B	0.00010549636037556704
ABHD15	0.00031648908112670115
ABHD16A	0.0037978689735204134
ABHD17A	0.0007384745226289693
ABHD4	0.0008439708830045363
ABHD5	0.001107711783943454
ABHD6	0.00031648908112670115
ABHD8	0.00010549636037556704
ABI1	0.0057495516404684035
ABI2	0.011182614199810106
ABI3	0.004167106234834898
ABI3BP	0.00031648908112670115
ABITRAM	0.00021099272075113408
ABL1	0.020888279354362275
ABL2	0.0036923726131448463
ABLIM1	0.0016351935858212891
ABLIM2	0.0008439708830045363
ABLIM3	0.0014769490452579386
ABO	0.00010549636037556704
ABP1	0.00015824454056335058
ABR	0.001318704504694588
ABRA	0.00021099272075113408
ABRAXAS1	0.0018461863065724231
ABRAXAS2	0.0005802299820656187
ABT1	0.0009494672433801034
ABTB1	0.0002637409009389176
ABTB2	0.00015824454056335058
AC005324.4	0.0005802299820656187
AC010132.3	5.274818018778352e-05
AC010323.1	0.00015824454056335058
AC012254.2	0.0021099272075113407
AC018755.2	0.00015824454056335058
AC073508.2	5.274818018778352e-05
AC084337.2	0.0002637409009389176
AC087632.2	0.00010549636037556704
AC104452.1	0.0005802299820656187
AC106886.6	0.0004747336216900517
AC138696.1	0.00042198544150226817
ACAA1	0.0008967190631923199
ACAA2	0.0006857263424411858
ACACA	0.001213208144319021
ACACB	0.0008967190631923199
ACAD11	0.00010549636037556704
ACAD8	0.0002637409009389176
ACAD9	0.0029011499103280937
ACADL	0.00042198544150226817
ACADM	0.0005274818018778352
ACADS	5.274818018778352e-05
ACADSB	0.00015824454056335058
ACADVL	0.00015824454056335058
ACAN	0.0026901571895769595
ACAP1	0.0016351935858212891
ACAP2	0.0005802299820656187
ACAP3	0.00031648908112670115
ACAT1	0.0006329781622534023
ACAT2	0.0005802299820656187
ACBD3	0.0004747336216900517
ACBD4	5.274818018778352e-05
ACBD5	0.00031648908112670115
ACBD6	0.00010549636037556704
ACBD7	0.00010549636037556704
ACCN1	0.00021099272075113408
ACCN2	0.00021099272075113408
ACCN3	0.00042198544150226817
ACCS	0.00015824454056335058
ACD	0.004589091676337166
ACE	0.0005274818018778352
ACE2	0.00015824454056335058
ACER1	5.274818018778352e-05
ACER2	5.274818018778352e-05
ACHE	0.0006329781622534023
ACIN1	0.0007912227028167528
ACKR1	0.0005274818018778352
ACKR2	0.003639624432957063
ACKR3	0.0039033653338959805
ACKR4	0.003323135351830362
ACLY	0.00036923726131448466
ACMSD	0.00021099272075113408
ACO1	0.0004747336216900517
ACO2	0.001318704504694588
ACON	0.00031648908112670115
ACOT1	0.00010549636037556704
ACOT11	0.0005802299820656187
ACOT12	0.0005802299820656187
ACOT13	0.0002637409009389176
ACOT2	0.00036923726131448466
ACOT4	0.00031648908112670115
ACOT7	0.001213208144319021
ACOT7L	5.274818018778352e-05
ACOT8	0.0007384745226289693
ACOT9	5.274818018778352e-05
ACOX1	0.0008967190631923199
ACOX2	0.0006329781622534023
ACOX3	0.0006329781622534023
ACP1	0.0010549636037556704
ACP5	0.0012659563245068046
ACP6	0.00021099272075113408
ACPP	0.00010549636037556704
ACR	0.00021099272075113408
ACRV1	5.274818018778352e-05
ACSBG1	0.0004747336216900517
ACSBG2	0.00042198544150226817
ACSF2	0.0009494672433801034
ACSF3	0.0002637409009389176
ACSL1	0.0004747336216900517
ACSL3	0.0006329781622534023
ACSL4	0.0005274818018778352
ACSL5	0.0010549636037556704
ACSL6	0.0005802299820656187
ACSM1	0.0002637409009389176
ACSM2B	0.00010549636037556704
ACSM3	0.00010549636037556704
ACSM5	5.274818018778352e-05
ACSS1	0.00015824454056335058
ACSS2	0.00021099272075113408
ACSS3	5.274818018778352e-05
ACTA1	0.008650701550796497
ACTA2	0.005855048000843971
ACTB	0.027956535499525266
ACTBL2	0.007015507964975208
ACTC1	0.005855048000843971
ACTG1	0.017776136723283046
ACTG2	0.004430847135773816
ACTL6A	0.0057495516404684035
ACTL6B	0.0019516826669479903
ACTL7A	5.274818018778352e-05
ACTL8	0.00010549636037556704
ACTL9	5.274818018778352e-05
ACTN1	0.01107711783943454
ACTN2	0.011024369659246755
ACTN3	0.009547420613988817
ACTN4	0.008123219748918662
ACTR10	0.006224285262158455
ACTR1A	0.012606815064880261
ACTR1B	0.003850617153708197
ACTR2	0.015244224074269437
ACTR3	0.013134296866758096
ACTR3B	0.0010549636037556704
ACTR3C	0.0005802299820656187
ACTR5	0.0018989344867602067
ACTR6	0.00021099272075113408
ACTR8	0.0016879417660090727
ACVR1	0.006857263424411858
ACVR1B	0.003534128072581496
ACVR1C	0.0022681717480746914
ACVR2A	0.0037978689735204134
ACVR2B	0.004008861694271547
ACVRL1	0.0033758835320181453
ACY1	0.0006329781622534023
ACY3	0.0010549636037556704
ACYP2	0.00010549636037556704
ADA	0.0007912227028167528
ADA2	0.0005274818018778352
ADAL	5.274818018778352e-05
ADAM10	0.0033758835320181453
ADAM11	0.00015824454056335058
ADAM12	0.0024791644688258257
ADAM15	0.0021099272075113407
ADAM17	0.004167106234834898
ADAM19	0.00036923726131448466
ADAM2	0.0006857263424411858
ADAM20	0.0004747336216900517
ADAM21	0.0006857263424411858
ADAM22	0.0007384745226289693
ADAM23	0.0005802299820656187
ADAM28	0.00015824454056335058
ADAM30	0.0004747336216900517
ADAM32	5.274818018778352e-05
ADAM33	0.0016879417660090727
ADAM3B	5.274818018778352e-05
ADAM8	0.0006857263424411858
ADAM9	0.001107711783943454
ADAMTS1	0.0006329781622534023
ADAMTS10	0.00042198544150226817
ADAMTS12	0.0004747336216900517
ADAMTS13	0.00021099272075113408
ADAMTS14	0.0005802299820656187
ADAMTS16	5.274818018778352e-05
ADAMTS2	0.0006857263424411858
ADAMTS3	0.0007384745226289693
ADAMTS4	0.0005802299820656187
ADAMTS5	0.00031648908112670115
ADAMTS7	0.00010549636037556704
ADAMTS8	5.274818018778352e-05
ADAMTS9	0.00010549636037556704
ADAMTSL1	0.00015824454056335058
ADAMTSL2	0.00010549636037556704
ADAMTSL3	0.0007384745226289693
ADAMTSL4	0.011340858740373458
ADAMTSL5	0.00031648908112670115
ADAP1	0.001318704504694588
ADAP2	0.00015824454056335058
ADAR	0.0005802299820656187
ADARB1	0.001107711783943454
ADAT2	0.00021099272075113408
ADAT3	0.0002637409009389176
ADCK1	0.00010549636037556704
ADCK2	5.274818018778352e-05
ADCK5	0.00021099272075113408
ADCY1	0.003428631712205929
ADCY10	0.0014769490452579386
ADCY2	0.0031121426310792275
ADCY3	0.0033758835320181453
ADCY4	0.0033758835320181453
ADCY5	0.0033758835320181453
ADCY6	0.0033758835320181453
ADCY7	0.003428631712205929
ADCY8	0.0032703871716425782
ADCY9	0.003323135351830362
ADCYAP1	0.0016879417660090727
ADCYAP1R1	0.0017406899461968562
ADD1	0.0013714526848823715
ADD2	0.0006329781622534023
ADD3	0.00036923726131448466
ADFP	5.274818018778352e-05
ADGRA2	0.00021099272075113408
ADGRA3	5.274818018778352e-05
ADGRB1	0.0005802299820656187
ADGRB2	5.274818018778352e-05
ADGRB3	0.00036923726131448466
ADGRD1	5.274818018778352e-05
ADGRD2	0.00010549636037556704
ADGRE2	0.0009494672433801034
ADGRF1	5.274818018778352e-05
ADGRF4	5.274818018778352e-05
ADGRF5	0.0005802299820656187
ADGRG1	0.00010549636037556704
ADGRG3	0.0006329781622534023
ADGRG5	0.00021099272075113408
ADGRG7	0.00021099272075113408
ADGRL1	0.0002637409009389176
ADGRL2	5.274818018778352e-05
ADGRL3	0.00010549636037556704
ADGRV1	0.00036923726131448466
ADH1A	0.001318704504694588
ADH1B	0.0015824454056335055
ADH1C	0.001213208144319021
ADH4	0.0011604599641312375
ADH5	0.0016351935858212891
ADH6	0.0016351935858212891
ADH7	0.0011604599641312375
ADHFE1	0.00010549636037556704
ADI1	0.00010549636037556704
ADIPOQ	0.004061609874459331
ADIPOR1	0.0011604599641312375
ADIPOR2	0.0008439708830045363
ADIRF	0.0015296972254457222
ADK	0.00010549636037556704
ADM	0.0008967190631923199
ADM2	0.00031648908112670115
ADNP	0.0006329781622534023
ADNP2	0.0002637409009389176
ADO	0.00010549636037556704
ADORA1	0.003006646270703661
ADORA2A	0.003534128072581496
ADORA2B	0.0025319126490136092
ADORA3	0.0005802299820656187
ADPGK	0.00021099272075113408
ADPRH	0.00015824454056335058
ADPRHL2	0.00021099272075113408
ADPRS	0.00010549636037556704
ADRA1A	0.0029538980905158773
ADRA1B	0.0027956535499525266
ADRA1D	0.0022681717480746914
ADRA2A	0.0025846608292013924
ADRA2B	0.0019516826669479903
ADRA2C	0.003006646270703661
ADRB1	0.0029538980905158773
ADRB2	0.007226500685726342
ADRB3	0.0020044308471357736
ADRBK1	0.0020044308471357736
ADRBK2	0.00036923726131448466
ADRM1	0.0037978689735204134
ADSL	0.00031648908112670115
ADSS	0.00021099272075113408
ADSS1	0.0002637409009389176
ADSS2	0.00036923726131448466
ADTRP	0.0005274818018778352
AEBP1	0.00015824454056335058
AEBP2	0.001107711783943454
AEN	0.0018989344867602067
AES	0.0010549636037556704
AFAP1	0.0004747336216900517
AFAP1L1	5.274818018778352e-05
AFAP1L2	0.0009494672433801034
AFDN	0.0042726025952104655
AFF1	0.0006857263424411858
AFF2	0.00021099272075113408
AFF4	0.003639624432957063
AFG1L	0.00031648908112670115
AFG3L2	0.0008439708830045363
AFMID	0.00015824454056335058
AFP	0.0010549636037556704
AFTPH	0.00036923726131448466
AGA	0.00021099272075113408
AGAP1	0.0008967190631923199
AGAP2	0.0008967190631923199
AGBL2	0.00010549636037556704
AGBL5	5.274818018778352e-05
AGER	0.002742905369764743
AGFG1	0.0029538980905158773
AGFG2	0.00015824454056335058
AGGF1	0.0006329781622534023
AGK	0.0009494672433801034
AGL	0.00036923726131448466
AGMO	5.274818018778352e-05
AGO1	0.0019516826669479903
AGO2	0.0050638252980272185
AGO3	0.0007912227028167528
AGO4	0.0006857263424411858
AGPAT1	0.0002637409009389176
AGPAT2	0.0004747336216900517
AGPAT3	0.0010022154235678868
AGPAT4	0.0015296972254457222
AGPAT5	0.00036923726131448466
AGPAT6	5.274818018778352e-05
AGPS	0.0005274818018778352
AGR2	0.0044835953159616
AGR3	0.0018461863065724231
AGRN	0.0042726025952104655
AGRP	0.0007912227028167528
AGT	0.004958328937651651
AGTPBP1	0.0005274818018778352
AGTR1	0.002742905369764743
AGTR2	0.0015824454056335055
AGTRAP	0.0074374934064774766
AGXT	0.0023736681084502585
AGXT2	0.00010549636037556704
AHCTF1	0.00553855891971727
AHCY	0.0006857263424411858
AHCYL1	0.0015296972254457222
AHCYL2	0.0002637409009389176
AHDC1	0.00021099272075113408
AHI1	0.005327566198966136
AHNAK	0.0006329781622534023
AHNAK2	0.0010022154235678868
AHR	0.00374512079333263
AHRR	0.0018461863065724231
AHSA1	0.001424200865070155
AHSA2	5.274818018778352e-05
AHSA2P	0.00021099272075113408
AHSG	0.0013714526848823715
AHSP	0.0007912227028167528
AICDA	0.0020044308471357736
AID	5.274818018778352e-05
AIDA	0.0005274818018778352
AIF1	0.00042198544150226817
AIF1L	0.0002637409009389176
AIFM1	0.0026901571895769595
AIFM2	0.0002637409009389176
AIFM3	5.274818018778352e-05
AIG1	0.0025319126490136092
AIM2	0.0008439708830045363
AIMP1	0.0018461863065724231
AIMP2	0.004378098955586033
AIP	0.001424200865070155
AIPL1	0.0006329781622534023
AIRE	0.001213208144319021
AJAP1	5.274818018778352e-05
AJUBA	0.008545205190420931
AK1	0.0002637409009389176
AK2	0.00042198544150226817
AK3	0.0002637409009389176
AK4	0.00015824454056335058
AK5	0.0004747336216900517
AK6	0.0007912227028167528
AK8	0.0007912227028167528
AK9	0.00010549636037556704
AKAIN1	5.274818018778352e-05
AKAP1	0.0008967190631923199
AKAP10	0.0004747336216900517
AKAP11	0.0005802299820656187
AKAP12	0.00042198544150226817
AKAP13	0.002215423567886908
AKAP14	0.00036923726131448466
AKAP17A	0.0010549636037556704
AKAP2	0.00036923726131448466
AKAP3	0.0005802299820656187
AKAP4	0.0005802299820656187
AKAP5	0.0021626753876991243
AKAP6	0.0009494672433801034
AKAP7	0.0004747336216900517
AKAP8	0.001318704504694588
AKAP8L	0.00374512079333263
AKAP9	0.01018039877624222
AKD1	5.274818018778352e-05
AKIP1	0.00015824454056335058
AKIRIN1	5.274818018778352e-05
AKIRIN2	0.0006329781622534023
AKNA	0.00010549636037556704
AKNAD1	0.00015824454056335058
AKR1A1	0.00015824454056335058
AKR1B1	0.001107711783943454
AKR1B10	0.00021099272075113408
AKR1B15	5.274818018778352e-05
AKR1C1	0.00042198544150226817
AKR1C2	0.001318704504694588
AKR1C3	0.0010022154235678868
AKR1C4	5.274818018778352e-05
AKR1D1	0.00015824454056335058
AKR1E2	0.00015824454056335058
AKR7A2	0.0002637409009389176
AKR7A3	0.00021099272075113408
AKT1	0.029697225445722123
AKT1S1	0.00284840173014031
AKT2	0.013450785947884798
AKT3	0.010866125118683406
AKTIP	0.0021626753876991243
AL049697.1	0.002215423567886908
AL117350.1	0.00010549636037556704
AL365205.1	0.00042198544150226817
AL807752.7	0.00021099272075113408
ALAD	5.274818018778352e-05
ALAS1	0.0029011499103280937
ALAS2	0.00031648908112670115
ALB	0.002637409009389176
ALCAM	0.0004747336216900517
ALD	0.00021099272075113408
ALDH16A1	0.00021099272075113408
ALDH18A1	0.0002637409009389176
ALDH1A1	0.00031648908112670115
ALDH1A2	0.0004747336216900517
ALDH1A3	0.0005274818018778352
ALDH1B1	0.00015824454056335058
ALDH1L1	0.00010549636037556704
ALDH1L2	5.274818018778352e-05
ALDH2	0.0010549636037556704
ALDH3A1	0.0008967190631923199
ALDH3A2	0.0011604599641312375
ALDH3B1	0.0015296972254457222
ALDH3B2	5.274818018778352e-05
ALDH4A1	0.00010549636037556704
ALDH5A1	0.00021099272075113408
ALDH6A1	5.274818018778352e-05
ALDH7A1	0.00021099272075113408
ALDOA	0.002426416288638042
ALDOB	0.0012659563245068046
ALDOC	0.0016879417660090727
ALG1	0.00010549636037556704
ALG10	0.00042198544150226817
ALG10B	0.00015824454056335058
ALG11	5.274818018778352e-05
ALG12	0.00015824454056335058
ALG13	0.0005274818018778352
ALG14	5.274818018778352e-05
ALG2	0.0002637409009389176
ALG3	0.00036923726131448466
ALG8	0.0005274818018778352
ALG9	0.00015824454056335058
ALK	0.0017406899461968562
ALKAL1	5.274818018778352e-05
ALKBH1	5.274818018778352e-05
ALKBH2	5.274818018778352e-05
ALKBH3	0.0004747336216900517
ALKBH4	0.0005274818018778352
ALKBH7	0.00021099272075113408
ALKBH8	0.00021099272075113408
ALMS1	0.006066040721595105
ALOX12	0.00042198544150226817
ALOX12B	0.00021099272075113408
ALOX15	0.00010549636037556704
ALOX15B	0.0005802299820656187
ALOX5	0.0014769490452579386
ALOX5AP	0.001213208144319021
ALOXE3	0.00021099272075113408
ALPG	0.00021099272075113408
ALPI	0.0004747336216900517
ALPK1	0.0005802299820656187
ALPK2	5.274818018778352e-05
ALPK3	0.00010549636037556704
ALPL	0.00021099272075113408
ALPP	0.002215423567886908
ALPPL2	5.274818018778352e-05
ALR	5.274818018778352e-05
ALS2	0.0005274818018778352
ALS2CL	0.0005802299820656187
ALS2CR11	0.0002637409009389176
ALS2CR12	5.274818018778352e-05
ALS2CR14	0.00015824454056335058
ALS2CR8	0.00010549636037556704
ALX1	0.0008967190631923199
ALX3	5.274818018778352e-05
ALX4	0.0017406899461968562
ALYREF	0.012026585082814643
AMACR	0.00031648908112670115
AMBN	0.00015824454056335058
AMBP	0.005274818018778352
AMBRA1	0.0017406899461968562
AMD1	0.00010549636037556704
AMDHD2	0.00015824454056335058
AMELX	0.00021099272075113408
AMELY	0.00010549636037556704
AMER1	0.0039033653338959805
AMER2	5.274818018778352e-05
AMER3	0.00010549636037556704
AMFR	0.0020044308471357736
AMH	0.0016879417660090727
AMHR2	0.002426416288638042
AMIGO1	0.0018989344867602067
AMIGO2	0.00021099272075113408
AMIGO3	0.00010549636037556704
AMMECR1	0.00042198544150226817
AMN	0.00021099272075113408
AMOT	0.004325350775398249
AMOTL1	0.0005802299820656187
AMOTL2	0.005116573478215002
AMPD1	0.00021099272075113408
AMPD2	0.00031648908112670115
AMPD3	0.00015824454056335058
AMPH	0.0073319970461019094
AMT	0.00021099272075113408
AMTN	0.00015824454056335058
AMY1A	0.0002637409009389176
AMY1B	0.00010549636037556704
AMY1C	0.00010549636037556704
AMY2A	0.00015824454056335058
ANAPC1	0.0057495516404684035
ANAPC10	0.00569680346028062
ANAPC11	0.007595737947040827
ANAPC13	0.0019516826669479903
ANAPC15	0.00464183985652495
ANAPC16	0.004747336216900517
ANAPC2	0.006171537081970672
ANAPC4	0.005485810739529486
ANAPC5	0.0058022998206561874
ANAPC7	0.005591307099905053
ANG	0.0008439708830045363
ANGPT1	0.003534128072581496
ANGPT2	0.002320919928262475
ANGPT4	0.0017406899461968562
ANGPTL1	0.00010549636037556704
ANGPTL3	0.0004747336216900517
ANGPTL4	0.001318704504694588
ANGPTL5	5.274818018778352e-05
ANGPTL6	5.274818018778352e-05
ANGPTL7	5.274818018778352e-05
ANGPTL8	0.00036923726131448466
ANK1	0.005380314379153919
ANK2	0.005907796181031755
ANK3	0.0050110771178394345
ANKEF1	0.00021099272075113408
ANKFY1	0.00042198544150226817
ANKH	0.00015824454056335058
ANKHD1	0.0011604599641312375
ANKIB1	5.274818018778352e-05
ANKK1	0.00031648908112670115
ANKLE2	0.0006329781622534023
ANKMY2	0.00031648908112670115
ANKRA2	0.00036923726131448466
ANKRD1	0.0023736681084502585
ANKRD10	0.0008439708830045363
ANKRD11	0.004852832577276084
ANKRD12	0.0002637409009389176
ANKRD13	0.00015824454056335058
ANKRD13A	0.0002637409009389176
ANKRD13B	0.00010549636037556704
ANKRD13C	5.274818018778352e-05
ANKRD13D	0.00015824454056335058
ANKRD17	0.0006857263424411858
ANKRD2	0.001318704504694588
ANKRD20A12P	5.274818018778352e-05
ANKRD22	5.274818018778352e-05
ANKRD23	0.0010022154235678868
ANKRD24	0.0002637409009389176
ANKRD26	0.0002637409009389176
ANKRD26P1	5.274818018778352e-05
ANKRD27	0.0005802299820656187
ANKRD28	0.002215423567886908
ANKRD29	0.0005274818018778352
ANKRD33	0.0005802299820656187
ANKRD34A	5.274818018778352e-05
ANKRD35	5.274818018778352e-05
ANKRD36	0.00036923726131448466
ANKRD36B	0.0007912227028167528
ANKRD36BP1	0.0008967190631923199
ANKRD37	0.00010549636037556704
ANKRD40	0.00031648908112670115
ANKRD44	0.0002637409009389176
ANKRD45	0.00015824454056335058
ANKRD46	0.0032176389914547947
ANKRD49	0.0002637409009389176
ANKRD50	0.00036923726131448466
ANKRD52	0.00015824454056335058
ANKRD53	0.00021099272075113408
ANKRD54	0.00015824454056335058
ANKRD55	0.001213208144319021
ANKRD6	0.0004747336216900517
ANKRD7	5.274818018778352e-05
ANKRD9	0.0010022154235678868
ANKS1A	0.005169321658402785
ANKS1B	0.0005274818018778352
ANKS3	0.00015824454056335058
ANKS4B	0.00021099272075113408
ANKS6	0.0010022154235678868
ANKZF1	0.0004747336216900517
ANLN	0.00036923726131448466
ANO1	0.0005802299820656187
ANO10	0.00021099272075113408
ANO2	0.0002637409009389176
ANO3	0.00021099272075113408
ANO4	0.00021099272075113408
ANO5	0.00021099272075113408
ANO6	0.00031648908112670115
ANO7	0.00021099272075113408
ANO8	0.00036923726131448466
ANO9	0.00031648908112670115
ANOS1	0.0007384745226289693
ANP32A	0.0014769490452579386
ANP32B	0.0018989344867602067
ANP32C	0.00021099272075113408
ANP32D	0.00010549636037556704
ANP32E	0.0005274818018778352
ANPEP	0.00036923726131448466
ANTKMT	0.0012659563245068046
ANTXR1	0.0005274818018778352
ANTXR2	0.00042198544150226817
ANXA1	0.003639624432957063
ANXA10	0.00010549636037556704
ANXA11	0.0009494672433801034
ANXA13	0.00015824454056335058
ANXA2	0.00284840173014031
ANXA2P2	0.00021099272075113408
ANXA3	0.0005802299820656187
ANXA4	0.00031648908112670115
ANXA5	0.001424200865070155
ANXA6	0.0007384745226289693
ANXA7	0.006277033442346239
ANXA8	0.0002637409009389176
ANXA8L1	0.0002637409009389176
ANXA9	0.00021099272075113408
AOAH	5.274818018778352e-05
AOC1	0.0005802299820656187
AOC2	0.00015824454056335058
AOC3	0.0007384745226289693
AOPEP	5.274818018778352e-05
AOX1	0.0007384745226289693
AP1AR	0.00015824454056335058
AP1B1	0.004378098955586033
AP1G1	0.00374512079333263
AP1G2	0.002320919928262475
AP1M1	0.007964975208355311
AP1M2	0.0026901571895769595
AP1S1	0.0024791644688258257
AP1S2	0.0024791644688258257
AP1S3	0.002215423567886908
AP2A1	0.01107711783943454
AP2A2	0.010285895136617786
AP2B1	0.011446355100749024
AP2M1	0.013398037767697015
AP2S1	0.009758413334739952
AP3B1	0.0007912227028167528
AP3B2	0.0002637409009389176
AP3D1	0.0014769490452579386
AP3M1	0.001318704504694588
AP3M2	5.274818018778352e-05
AP3S1	0.0009494672433801034
AP3S2	0.0008967190631923199
AP4B1	0.00042198544150226817
AP4E1	0.0014769490452579386
AP4M1	0.0009494672433801034
AP4S1	0.0008439708830045363
AP5B1	0.00042198544150226817
AP5M1	0.00010549636037556704
AP5S1	0.00021099272075113408
AP5Z1	0.0002637409009389176
APAF1	0.002057179027323557
APBA1	0.0020044308471357736
APBA2	0.0007384745226289693
APBA3	0.0005274818018778352
APBB1	0.002742905369764743
APBB1IP	0.0019516826669479903
APBB2	0.0016351935858212891
APBB3	0.001424200865070155
APC	0.014189260470513767
APC2	0.0030593944508914444
APCDD1	5.274818018778352e-05
APCDD1L	0.00015824454056335058
APCS	0.001318704504694588
APE1	0.00021099272075113408
APEH	0.00042198544150226817
APEX1	0.004694588036712733
APEX2	0.0006329781622534023
APH1A	0.004114358054647114
APH1B	0.0027956535499525266
API5	0.00021099272075113408
APIP	0.001213208144319021
APLF	0.0008967190631923199
APLN	0.0007912227028167528
APLNR	0.0018461863065724231
APLP1	0.0032176389914547947
APLP2	0.0010549636037556704
APMAP	0.00021099272075113408
APOA1	0.004958328937651651
APOA1BP	0.00010549636037556704
APOA2	0.003639624432957063
APOA4	0.0018989344867602067
APOA5	0.0017406899461968562
APOB	0.007121004325350775
APOBEC1	0.0008439708830045363
APOBEC2	5.274818018778352e-05
APOBEC3A	0.00036923726131448466
APOBEC3B	0.00042198544150226817
APOBEC3C	0.001107711783943454
APOBEC3D	5.274818018778352e-05
APOBEC3F	0.0004747336216900517
APOBEC3G	0.003534128072581496
APOBEC3H	0.00031648908112670115
APOBR	0.00021099272075113408
APOC1	0.0020044308471357736
APOC2	0.0014769490452579386
APOC3	0.0021099272075113407
APOC4	0.0014769490452579386
APOC4-APOC2	0.001213208144319021
APOD	0.00284840173014031
APOE	0.005116573478215002
APOF	0.00021099272075113408
APOH	0.0011604599641312375
APOL1	0.00036923726131448466
APOL2	0.0016879417660090727
APOL3	0.0014769490452579386
APOL4	0.00015824454056335058
APOL5	0.00036923726131448466
APOL6	0.0005274818018778352
APOM	0.0002637409009389176
APOO	0.0006329781622534023
APOOL	0.0006329781622534023
APP	0.03011921088722439
APPBP2	0.0065407743432851564
APPL1	0.003956113514083764
APPL2	0.0017406899461968562
APRT	0.00021099272075113408
APTX	0.001318704504694588
AQP1	0.007226500685726342
AQP10	0.0010022154235678868
AQP11	5.274818018778352e-05
AQP12B	0.00021099272075113408
AQP2	0.002742905369764743
AQP3	0.0019516826669479903
AQP4	0.00036923726131448466
AQP5	0.0006857263424411858
AQP6	0.016088194957273975
AQP7	0.0006329781622534023
AQP8	0.00031648908112670115
AQP9	0.0012659563245068046
AQR	0.011973836902626859
AR	0.021310264795864543
ARAF	0.004852832577276084
ARAP1	0.0021099272075113407
ARAP2	0.0013714526848823715
ARAP3	0.0013714526848823715
ARC	0.001107711783943454
ARCN1	0.005855048000843971
ARD1A	0.0004747336216900517
AREG	0.0089671906319232
AREL1	0.0002637409009389176
ARF1	0.006066040721595105
ARF3	0.002215423567886908
ARF4	0.003850617153708197
ARF5	0.0018989344867602067
ARF6	0.007859478847979745
ARFGAP1	0.0050638252980272185
