gene	closeness
ACPP	0.2884178609727828
ACR	0.25149070455792
ACRV1	0.2371886934017626
ACSBG1	0.307235364897246
ACSBG2	0.2990261557073541
ACSF2	0.30048551553252156
ACSF3	0.2918197606189811
ACSL1	0.3002277887922818
ACSL3	0.3031310756715195
ACSL4	0.2992865613403624
ACSL5	0.3125027502988008
ACSL6	0.30418966115600937
ACSM1	0.2878731873497703
ACSM2B	0.2915586888151234
ACSM3	0.27633351394782785
ACSM5	0.3113907507919553
ACSS1	0.296121715668838
ACSS2	0.28817601772431495
ACSS3	0.23220039991368072
ACTA1	0.3621080719266909
ACTA2	0.35583662188579196
ACTB	0.4056145008599229
ACTBL2	0.34294394387527016
ACTC1	0.34511039335731075
ACTG1	0.3825317498345226
ACTG2	0.3354340003650914
ACTL6A	0.3578441057622443
ACTL6B	0.339940316426395
ACTL7A	0.23082515789145389
ACTL8	0.23597759521820286
ACTL9	0.25606276727320254
ACTN1	0.3713126420180974
ACTN2	0.3634378925680799
ACTN3	0.36388567435890395
ACTN4	0.3656595932635611
ACTR10	0.34516711140157896
ACTR1A	0.3648972289062618
ACTR1B	0.3298209972879649
ACTR2	0.3749958607025606
ACTR3	0.3752489747195518
ACTR3B	0.30707065687460633
ACTR3C	0.3042484162211803
ACTR5	0.32918342339167317
ACTR6	0.2796490909364017
ACTR8	0.3245319922150482
ACVR1	0.3584004807465541
ACVR1B	0.3449025865734849
ACVR1C	0.32247238560415703
ACVR2A	0.3331930434439145
ACVR2B	0.33875233166496294
ACVRL1	0.343442436080696
ACY1	0.31204875614245825
ACY3	0.3224448807521753
ACYP2	0.2506968534254657
ADA	0.3328117150202178
ADA2	0.3001705762108473
ADAL	0.2549300212361188
ADAM10	0.34249653653034606
ADAM11	0.24173263107876905
ADAM12	0.3395860974196627
ADAM15	0.34448144474446
ADAM17	0.3512998802098886
ADAM19	0.3049257344782666
ADAM2	0.2858661467374439
ADAM20	0.24834835115257015
ADAM21	0.2811297720651625
ADAM22	0.3079611807907274
ADAM23	0.2823011985987017
ADAM28	0.2832445433298359
ADAM30	0.24834835115257015
ADAM32	0.23147813263333988
ADAM33	0.31680283842408896
ADAM3B	0.24127288149002804
ADAM8	0.3034620047934316
ADAM9	0.3269061647943354
ADAMTS1	0.30856949172459097
ADAMTS10	0.3000419275941024
ADAMTS12	0.31450460648863193
ADAMTS13	0.26661271075748294
ADAMTS14	0.27349868842709324
ADAMTS16	0.29032272036145523
ADAMTS2	0.29989911395845126
ADAMTS3	0.3018241841179904
ADAMTS4	0.30032319157554566
ADAMTS5	0.2651317991187531
ADAMTS7	0.2208079219963234
ADAMTS8	0.2811464980154282
ADAMTS9	0.2601365411710835
ADAMTSL1	0.227420337539232
ADAMTSL2	0.27415320977813784
ADAMTSL3	0.30288820553429585
ADAMTSL4	0.365992358644876
ADAMTSL5	0.2945941018121545
ADAP1	0.33248388514842775
ADAP2	0.2766449280592054
ADAR	0.31567589689991765
ADARB1	0.31763865958481663
ADAT2	0.2812301576291922
ADAT3	0.2812636354171369
ADCK1	0.2688041831450002
ADCK2	0.24780137855206893
ADCK5	0.28688574915496634
ADCY1	0.33527335759646076
ADCY10	0.31380495317628065
ADCY2	0.33262430454842357
ADCY3	0.3337106979727635
ADCY4	0.33769927205211914
ADCY5	0.33433637601834704
ADCY6	0.336544847406272
ADCY7	0.34252756876220036
ADCY8	0.3365808036926097
ADCY9	0.3329700069506283
ADCYAP1	0.3169675244755218
ADCYAP1R1	0.3176920460279886
ADD1	0.3421307803825164
ADD2	0.3360004506998945
ADD3	0.31226011191537284
ADFP	0.2786637577888173
ADGRA2	0.2889734349661871
ADGRA3	0.26403186694473063
ADGRB1	0.3157497219459653
ADGRB2	0.23783033273240392
ADGRB3	0.28606082834531327
ADGRD1	0.2337972659134829
ADGRD2	0.25486471185293963
ADGRE2	0.2927916192350021
ADGRF1	0.26101302652066155
ADGRF4	0.2917431911494562
ADGRF5	0.2982194177393507
ADGRG1	0.2848537660619568
ADGRG3	0.2786596496428421
ADGRG5	0.26832720110404384
ADGRG7	0.2656908108257069
ADGRL1	0.30084899257625086
ADGRL2	0.2749107924222009
ADGRL3	0.24103597748754485
ADGRV1	0.31360190720000775
ADH1A	0.28528368858495357
ADH1B	0.3124665887718127
ADH1C	0.26214969148137784
ADH4	0.2721441107258302
ADH5	0.30672186016572983
ADH6	0.3214578213733315
ADH7	0.28191804907787354
ADHFE1	0.2670006124046284
ADI1	0.2716591169096474
ADIPOQ	0.3418214285249605
ADIPOR1	0.32177521329474607
ADIPOR2	0.3122291639203367
ADIRF	0.33473899119099787
ADK	0.22885766777539582
ADM	0.3235044473561633
ADM2	0.28844426843132664
ADNP	0.31898410912758435
ADNP2	0.29360113940001964
ADO	0.2761155375574925
ADORA1	0.3399586581999113
ADORA2A	0.33526741081915723
ADORA2B	0.3188280766888181
ADORA3	0.2999752643079614
ADPGK	0.28415149132714884
ADPRH	0.274539453225465
ADPRHL2	0.2414855680631278
ADPRS	0.25980401834338895
ADRA1A	0.33478049192492637
ADRA1B	0.3328117150202178
ADRA1D	0.3151495774212756
ADRA2A	0.32833144614509757
ADRA2B	0.32075958109883534
ADRA2C	0.33587507071402645
ADRB1	0.3323377409552934
ADRB2	0.3663115318418881
ADRB3	0.32777916927485856
ADRBK1	0.3404975655175052
ADRBK2	0.28786003524874004
ADRM1	0.3359705898326242
ADSL	0.3102509865338246
ADSS	0.2794506409605746
ADSS1	0.2918107503600658
ADSS2	0.2890176198310923
ADTRP	0.31891414466970247
AEBP1	0.3060167296103689
AEBP2	0.32692878140639026
AEN	0.32674228789236415
AES	0.32530834445526663
AFAP1	0.3129425233783094
AFAP1L1	0.2665074565325804
AFAP1L2	0.33961660446257014
AFDN	0.3529661143294978
AFF1	0.32200544036001544
AFF2	0.3100677704528021
AFF4	0.3425399832295543
AFG1L	0.28288846350643937
AFG3L2	0.3142484015722904
AFMID	0.27507482034130726
AFP	0.3229682765706398
AFTPH	0.29848784629651753
AGA	0.29107379778828235
AGAP1	0.30475366559030803
AGAP2	0.31797529404614794
AGBL2	0.27860625476561673
AGBL5	0.25256602558221897
AGER	0.35476138500728716
AGFG1	0.33090650457920356
AGFG2	0.27966150341879986
AGGF1	0.29954742091491976
AGK	0.32040616595879695
AGL	0.295100016464073
AGMO	0.2562606438981747
AGO1	0.33250143108945374
AGO2	0.3456720923626288
AGO3	0.31288036274598624
AGO4	0.2971785449976145
AGPAT1	0.29887958121172725
AGPAT2	0.26600863174552153
AGPAT3	0.29862931867058373
AGPAT4	0.31757995521721244
AGPAT5	0.31724415686907564
AGPAT6	0.26240079620425166
AGPS	0.2767705008356873
AGR2	0.36543337563215594
AGR3	0.3398241978061821
AGRN	0.3456088889521917
AGRP	0.3009016739560837
AGT	0.36370362999698425
AGTPBP1	0.312089973823156
AGTR1	0.3386552244839786
AGTR2	0.33363412504762624
AGTRAP	0.3518884755859198
AGXT	0.32881693232274967
AGXT2	0.252663931167519
AHCTF1	0.3383763512034025
AHCY	0.32535873992311465
AHCYL1	0.32051482610257515
AHCYL2	0.2726662342162524
AHDC1	0.2908901408829373
AHI1	0.3512346022479052
AHNAK	0.3253867441526788
AHNAK2	0.29826647554279057
AHR	0.3584480563323396
AHRR	0.3352614642528071
AHSA1	0.3224833888588608
AHSA2	0.292261945953974
AHSA2P	0.31161662690120456
AHSG	0.3339406277860408
AHSP	0.3040135320397791
AICDA	0.33775358006170514
AID	0.2498452363303584
AIDA	0.3068513206911245
AIF1	0.2944701877951903
AIF1L	0.2716903546624111
AIFM1	0.33371658965366546
AIFM2	0.31291143997505694
AIFM3	0.24661806190323265
AIG1	0.3145150727062558
AIM2	0.3245765738473327
AIMP1	0.32691181865398244
AIMP2	0.355061262201767
AIP	0.3269853366300494
AIPL1	0.31544936423913594
AIRE	0.33939098205503765
AJAP1	0.2998420265636622
AJUBA	0.3782677877641238
AK1	0.3035984798357415
AK2	0.30423862213416064
AK3	0.29946674305000504
AK4	0.27355806119763904
AK5	0.2991728740376579
AK6	0.3102204354856028
AK8	0.304743838947752
AK9	0.24451253288368496
AKAIN1	0.25283629420242465
AKAP1	0.31989644859486305
AKAP10	0.30481755421736895
AKAP11	0.31112422810964324
AKAP12	0.3153388501313481
AKAP13	0.3400993442472429
AKAP14	0.3022198988643717
AKAP17A	0.3380012044163093
AKAP2	0.3176439974217028
AKAP3	0.28796089874580316
AKAP4	0.28542584794898024
AKAP5	0.3300974704790833
AKAP6	0.3333281844317856
AKAP7	0.29096178428934893
AKAP8	0.3355888389626856
AKAP8L	0.3557227798816882
AKAP9	0.37067187030970833
AKD1	0.24449988170294878
AKIP1	0.3044689500108448
AKIRIN1	0.2572721394097435
AKIRIN2	0.3149867745600371
AKNA	0.280528960441871
AKNAD1	0.29890793925349507
AKR1A1	0.2782084918691423
AKR1B1	0.33233189785982503
AKR1B10	0.2802835355591463
AKR1B15	0.2888188942727327
AKR1C1	0.30497493271226167
AKR1C2	0.29076484978115413
AKR1C3	0.3266237209409422
AKR1C4	0.22192006286555055
AKR1D1	0.2494462805449386
AKR1E2	0.261399252597437
AKR7A2	0.28869097143296324
AKR7A3	0.28825072595613066
AKT1	0.42742557842238804
AKT1S1	0.34069395567082905
AKT2	0.3958625595211055
AKT3	0.3851350140502713
AKTIP	0.33162639662046506
AL049697.1	0.3362634553933905
AL117350.1	0.2532936864934441
AL365205.1	0.2963492051890514
AL807752.7	0.29327770483892057
ALAD	0.2726190431178087
ALAS1	0.33374605117898976
ALAS2	0.3160400835087239
ALB	0.3359228234831482
ALCAM	0.3083278909481
ALD	0.23695676763912832
ALDH16A1	0.28010908781098776
ALDH18A1	0.2747469600071698
ALDH1A1	0.306269607313597
ALDH1A2	0.3251013270023953
ALDH1A3	0.30510292245045867
ALDH1B1	0.2586415444921221
ALDH1L1	0.25887887906010093
ALDH1L2	0.20558210818077596
ALDH2	0.3147717128155415
ALDH3A1	0.313009891941665
ALDH3A2	0.31576027119998107
ALDH3B1	0.3135967043479596
ALDH3B2	0.23865008528070888
ALDH4A1	0.24914707784113338
ALDH5A1	0.29490664411534856
ALDH6A1	0.2795498307290178
ALDH7A1	0.2804165940417652
ALDOA	0.34939078289414544
ALDOB	0.3302185733053802
ALDOC	0.33637116693193697
ALG1	0.21744980045755316
ALG10	0.28823753933595514
ALG10B	0.274380045791454
ALG11	0.17856540885714672
ALG12	0.26593378196591444
ALG13	0.2985962964563017
ALG14	0.22986235716720094
ALG2	0.2779752842626107
ALG3	0.29193694463949316
ALG8	0.2936604370962336
ALG9	0.2716630212359083
ALK	0.33515446211875005
ALKAL1	0.23567454683772962
ALKBH1	0.2514271452742557
ALKBH2	0.28634250370498193
ALKBH3	0.3094940785698213
ALKBH4	0.30697091975076757
ALKBH7	0.27371651468458325
ALKBH8	0.30009432667968416
ALMS1	0.3480205725070106
ALOX12	0.3013574184043057
ALOX12B	0.27970702528298064
ALOX15	0.2667820436201274
ALOX15B	0.31615637771711685
ALOX5	0.3414077730438592
ALOX5AP	0.3204550539047769
ALOXE3	0.3162410090942642
ALPG	0.2840020637444147
ALPI	0.3103019183218134
ALPK1	0.322720140591304
ALPK2	0.28801793982101037
ALPK3	0.28336768390035627
ALPL	0.29709446826734465
ALPP	0.32213714666007576
ALPPL2	0.24356417486500098
ALR	0.24749638425324744
ALS2	0.3201077300982788
ALS2CL	0.28802232853205645
ALS2CR11	0.2931639889970418
ALS2CR12	0.2411589864069057
ALS2CR14	0.2842839728466426
ALS2CR8	0.2821326530228707
ALX1	0.3232444311268429
ALX3	0.2522189044283424
ALX4	0.3138622701011767
ALYREF	0.34791167595386097
AMACR	0.26502399476421395
AMBN	0.27761601119998336
AMBP	0.33934833045319235
AMBRA1	0.3313241254088215
AMD1	0.26398761702987716
AMDHD2	0.26408351059815116
AMELX	0.28707310240224265
AMELY	0.2739029322500111
AMER1	0.3429128361556777
AMER2	0.2801755184847442
AMER3	0.27069042023476303
AMFR	0.3276030599773522
AMH	0.33526741081915723
AMHR2	0.32727407290278526
AMIGO1	0.3020846601446856
AMIGO2	0.2696516498983319
AMIGO3	0.23412449810581865
AMMECR1	0.30340842316206146
AMN	0.2700021619919903
AMOT	0.3555554974337547
AMOTL1	0.30273782139714056
AMOTL2	0.35524143198656744
AMPD1	0.25539502715235934
AMPD2	0.3009735419418383
AMPD3	0.2985962964563017
AMPH	0.3647000975240361
AMT	0.2776119338881046
AMTN	0.2784995263746411
AMY1A	0.25888597036929406
AMY1B	0.20558881624708528
AMY1C	0.20558881624708528
AMY2A	0.2803292601674863
ANAPC1	0.3477068789701127
ANAPC10	0.3506481904532569
ANAPC11	0.35974423528487653
ANAPC13	0.3116937050372387
ANAPC15	0.34622293899758705
ANAPC16	0.3480333883480928
ANAPC2	0.3552013784566996
ANAPC4	0.3472852457296477
ANAPC5	0.3516070119342485
ANAPC7	0.34966870811501316
ANG	0.33157985746365765
ANGPT1	0.35160047162524677
ANGPT2	0.34803979662259743
ANGPT4	0.3350356509371702
ANGPTL1	0.2639286402101883
ANGPTL3	0.28427969732103997
ANGPTL4	0.33488725536511643
ANGPTL5	0.2421351884937137
ANGPTL6	0.2501030916095276
ANGPTL7	0.29635385147178306
ANGPTL8	0.27370066107605256
ANK1	0.3371511371748942
ANK2	0.3522688388417993
ANK3	0.34622928077395443
ANKEF1	0.28454930683707574
ANKFY1	0.28406608488861407
ANKH	0.28865129427911046
ANKHD1	0.32435378808726173
ANKIB1	0.2779711963907833
ANKK1	0.2746232162979742
ANKLE2	0.3147507469040075
ANKMY2	0.30321374026810294
ANKRA2	0.2966980811605021
ANKRD1	0.34540048158196923
ANKRD10	0.30876607132825745
ANKRD11	0.3518164303715686
ANKRD12	0.3060960188264877
ANKRD13	0.2693173948076265
ANKRD13A	0.30695098010024796
ANKRD13B	0.30463578768974453
ANKRD13C	0.23327789596896464
ANKRD13D	0.2840447413003526
ANKRD17	0.3163045123675642
ANKRD2	0.3335870207114566
ANKRD20A12P	0.2569399091234166
ANKRD22	0.25445985426777684
ANKRD23	0.32667452481029463
ANKRD24	0.2929595225519329
ANKRD26	0.28889393624498716
ANKRD26P1	0.25106980520379973
ANKRD27	0.29554758512998414
ANKRD28	0.3301090002545104
ANKRD29	0.29436929786602606
ANKRD33	0.3110832651093326
ANKRD34A	0.24164301234385369
ANKRD35	0.283206349048938
ANKRD36	0.2992060239113126
ANKRD36B	0.3157813718228686
ANKRD36BP1	0.32153984544914205
ANKRD37	0.264367912202594
ANKRD40	0.30914481387196024
ANKRD44	0.2845964339637934
ANKRD45	0.2664022853800863
ANKRD46	0.32058549472656955
ANKRD49	0.29351907442115077
ANKRD50	0.2963863795307451
ANKRD52	0.264497388259449
ANKRD53	0.27995144114357834
ANKRD54	0.3024084689956526
ANKRD55	0.31993435037614915
ANKRD6	0.3031942857188981
ANKRD7	0.25440505733015606
ANKRD9	0.30363261777863343
ANKS1A	0.35669613063430833
ANKS1B	0.32019449044726284
ANKS3	0.2742168451723211
ANKS4B	0.27605101798626125
ANKS6	0.3019013153581419
ANKZF1	0.31196120470982924
ANLN	0.30392554394503024
ANO1	0.30394997997319845
ANO10	0.23234310979882078
ANO2	0.24350142161870078
ANO3	0.23234310979882078
ANO4	0.23234310979882078
ANO5	0.23234310979882078
ANO6	0.26631595686673337
ANO7	0.23234310979882078
ANO8	0.25908468487702707
ANO9	0.28096262195393995
ANOS1	0.2960057840890312
ANP32A	0.32930959345238187
ANP32B	0.34175344617644987
ANP32C	0.2998420265636622
ANP32D	0.2957140387135993
ANP32E	0.3109246353128365
ANPEP	0.29303673190148316
ANTKMT	0.3345494045057215
ANTXR1	0.32289103783008655
ANTXR2	0.29897885790663487
ANXA1	0.3580338931426539
ANXA10	0.24782412096933695
ANXA11	0.3147926815203888
ANXA13	0.2868639797634503
ANXA2	0.3547880202446322
ANXA2P2	0.2698903614508719
ANXA3	0.3265729328709963
ANXA4	0.27979811348471295
ANXA5	0.3283257430750424
ANXA6	0.31249241757990454
ANXA7	0.3569992889979275
ANXA8	0.27739600761029726
ANXA8L1	0.27739600761029726
ANXA9	0.3092459688590754
AOAH	0.2544187543518846
AOC1	0.29838889536321006
AOC2	0.26313136151699407
AOC3	0.3159502783835334
AOPEP	0.2666014295426413
AOX1	0.32137583913515483
AP1AR	0.2700831788439583
AP1B1	0.3459504622162829
AP1G1	0.334088185417888
AP1G2	0.33570208067654006
AP1M1	0.36412400752390184
AP1M2	0.33526741081915723
AP1S1	0.3335163891411251
AP1S2	0.32804084195993244
AP1S3	0.32647140409985265
AP2A1	0.37394241818812346
AP2A2	0.37221198736926264
AP2B1	0.3788211987609128
AP2M1	0.3808208190706813
AP2S1	0.3718970872107439
AP3B1	0.30485196688235056
AP3B2	0.2986906650217794
AP3D1	0.32486106994196556
AP3M1	0.31787369424480805
AP3M2	0.2917431911494562
AP3S1	0.30237944289122337
AP3S2	0.31073040644693106
AP4B1	0.30637882088618634
AP4E1	0.31507078083398504
AP4M1	0.30915492639265413
AP4S1	0.32099380760407004
AP5B1	0.2952567418199795
AP5M1	0.22868876708414917
AP5S1	0.2509098329382917
AP5Z1	0.28764538758804603
APAF1	0.33641906087945866
APBA1	0.32240638184098497
APBA2	0.32061268326503267
APBA3	0.31951792411124896
APBB1	0.3485789354658885
APBB1IP	0.3360004506998945
APBB2	0.33850360592000833
APBB3	0.33366357201364993
APC	0.38944373979259245
APC2	0.3437172250026961
APCDD1	0.26019741695331083
APCDD1L	0.2572966535251724
APCS	0.3331167078683409
APE1	0.27449958400483976
APEH	0.29467217526538314
APEX1	0.36776546013528544
APEX2	0.319880207723228
APH1A	0.3484696892607943
APH1B	0.3375002920146639
API5	0.2868422136754824
APIP	0.322824862593477
APLF	0.2968984741156564
APLN	0.3222689607449451
APLNR	0.319880207723228
APLP1	0.34797572449508957
APLP2	0.3370068705351103
APMAP	0.30002764011005006
APOA1	0.3512476558994549
APOA1BP	0.26546692350846546
APOA2	0.34428693589620174
APOA4	0.31539672881435765
APOA5	0.3200589480607753
APOB	0.36017609288439917
APOBEC1	0.3092662078007374
APOBEC2	0.23613383663018772
APOBEC3A	0.2909438701294986
APOBEC3B	0.30128536699565284
APOBEC3C	0.3151075476706776
APOBEC3D	0.22670842154304915
APOBEC3F	0.29329590756083707
APOBEC3G	0.3372173006721008
APOBEC3H	0.3049847742642152
APOBR	0.2881935926476378
APOC1	0.3162463000597836
APOC2	0.3085795666406541
APOC3	0.32975195133758883
APOC4	0.3112881880467255
APOC4-APOC2	0.30730029839982553
APOD	0.31727078158640526
APOE	0.3536198408802736
APOF	0.2772210687928732
APOH	0.3367127091681648
APOL1	0.28744854397295033
APOL2	0.3155441522890885
APOL3	0.3039744199310626
APOL4	0.2992012877653069
APOL5	0.3207813551900427
APOL6	0.29784348919170645
APOM	0.2779344109540394
APOO	0.2895622009646936
APOOL	0.2895622009646936
APP	0.4214220086632615
APPBP2	0.34946829896785364
APPL1	0.35375220097268106
APPL2	0.3262347489570809
APRT	0.27751818875913237
APTX	0.32458772116930434
AQP1	0.3691949168829498
AQP10	0.2993813667829207
AQP11	0.28337193203665845
AQP12B	0.26057045470248913
AQP2	0.332688703086688
AQP3	0.32713813351632515
AQP4	0.30354972465992075
AQP5	0.31903256404559255
AQP6	0.3447264618210765
AQP7	0.30527538606823973
AQP8	0.2664773991593936
AQP9	0.30088251495611834
AQR	0.35692513604315246
AR	0.41521046820519436
ARAF	0.36596401460935657
ARAP1	0.32929238274926426
ARAP2	0.3169515796330008
ARAP3	0.31843061581154425
ARC	0.31989644859486305
ARCN1	0.3315158874471345
ARD1A	0.30671190618831157
AREG	0.38170519698249733
AREL1	0.3175426091888127
ARF1	0.3506481904532569
ARF3	0.32734775391949267
ARF4	0.34244069268040994
ARF5	0.3185916291011843
ARF6	0.37293166330419786
ARFGAP1	0.35524143198656744
ARFGAP2	0.30845871105228984
ARFGAP3	0.3326418653134814
ARFGEF1	0.3106231735123458
ARFGEF2	0.2990734684752582
ARFIP1	0.3045425323372044
ARFIP2	0.35089554753421826
ARFRP1	0.31258543665575106
ARG1	0.3236595495723235
ARG2	0.2897042171868508
ARGBPIB	0.296307395199606
ARGLU1	0.2824361801206316
ARHGAP1	0.33710303457292884
ARHGAP10	0.3276939314616911
ARHGAP11A	0.3129684309320695
ARHGAP11B	0.3085795666406541
ARHGAP12	0.31582885853687226
ARHGAP15	0.3190648755034142
ARHGAP17	0.33218004946265167
ARHGAP18	0.31016953044047957
ARHGAP19	0.31329523402736925
ARHGAP20	0.3085795666406541
ARHGAP21	0.3208521414070693
ARHGAP22	0.3151863626515027
ARHGAP23	0.3085795666406541
ARHGAP24	0.3291490301525984
ARHGAP25	0.31979361758460534
ARHGAP26	0.3165057744273081
ARHGAP27	0.2695593587543605
ARHGAP28	0.3085795666406541
ARHGAP29	0.31767068929738945
ARHGAP30	0.3118171093976025
ARHGAP31	0.31568116897261495
ARHGAP32	0.3392326158394341
ARHGAP33	0.3201836428317653
ARHGAP35	0.3448837074565889
ARHGAP36	0.3085795666406541
ARHGAP39	0.30875598423020695
ARHGAP4	0.31637333636684073
ARHGAP40	0.3085795666406541
ARHGAP44	0.31122155848478256
ARHGAP45	0.3236429243643118
ARHGAP5	0.32975195133758883
ARHGAP6	0.3160612215462464
ARHGAP8	0.3214578213733315
ARHGAP9	0.3430248503660944
ARHGDIA	0.3475470490112208
ARHGDIB	0.3379105680319866
ARHGDIG	0.32534193969901837
ARHGEF1	0.3416607865406201
ARHGEF10	0.3004425303521198
ARHGEF10L	0.31370079420086744
