gene	information
ANKRD1	0.00021055922526093537
TRAF2	0.0002297281719810283
PHB2	0.00021615963550036783
PELP1	0.00021691265384446572
SOX15	0.00019731411823262237
CREM	0.00021997449556462946
DPF2	0.00019256227836816255
GABPA	0.00022238508235475788
GLIS2	0.0002210603566329325
HCFC1	0.00022253482031259268
SPHK1	0.00021613757472775669
ZNF341	0.00018583275451784561
CTBP2	0.00022720997273060592
TRIP6	0.00022598977297346367
LASP1	0.0002235086638491485
KLF8	7.22830574513471e-05
MZF1	0.00015435464315470833
CDC25B	0.00021537561595456032
AIMP2	0.00021962771812863502
PAK7	0.00014204128951616409
CDC42EP1	0.0001758933212127934
PHC2	0.00022159909575849258
RBM42	0.0001836298585730826
RFX6	0.00021373968296234475
MED15	0.00022020424583954072
LNX1	0.00022907126294736783
ADAMTSL4	0.0002267901063387488
HOXA1	0.0002284508795637525
GUCD1	0.00021883512479705587
FAM90A1	0.0002252654780077473
DMRT3	0.0002204651454453128
GCM2	0.00020593600376406365
LMO4	0.00022540794274214087
PRR35	0.00021933161935813478
CRYBA2	0.00019943973834163294
ARID5A	0.00022388051774234073
CYSRT1	0.00022950607317796296
NDUFAB1	0.00022184324547780125
PKP2	0.00021115698422831874
WNK1	0.00021895673171455879
TBC1D22B	0.00021488285936592034
DLGAP4	0.00021408515906516914
CASS4	0.00018888129505386012
RSPH14	0.00020873928334400686
ARHGEF10	0.00011013328861247504
LHB	0.00017827095859133062
TYK2	0.00022575660701140005
THEG	9.374849112710712e-05
MRPL27	0.00022011753218564178
KLF3	0.000175710734510472
SNRPC	0.00022743875596510166
SNRPB	0.0002283291462447285
FAM110A	0.0002148260211940196
KIRREL2	0.00010986878143446531
HAPLN2	0.0002116392715519477
SBF2	0.0001539182482789039
KIDINS220	0.00018141237837677223
SDCBP	0.00022832902875436888
ZCCHC14	0.00017596655103193306
CBX8	0.0002236680867260352
C1orf94	0.00020895717331633038
SNRPG	0.00022746566107874716
TMEM108	0.00014896549409382652
CRIP3	7.109682436059447e-05
CREB5	0.0002272078091426563
MRRF	0.0002201245430538402
TUBA3E	0.00021018740069620015
MMP14	0.00021962765571004888
C9orf116	4.27857566969744e-05
SAP30BP	0.00020988026230935419
TTLL10	0.0001815112791608256
HIPK1	0.0001910405842848755
SLC25A46	0.00018088732020619312
MYOZ3	0.00021786680149602864
SLU7	0.00022703624054968787
PATL1	0.00019536612375718192
CNNM3	0.00021864933154762192
SHE	0.00012080343999083282
MRM3	0.0001687679350923428
FADS6	0.00018775683145144404
FAM222B	0.0002051759989458038
MSRB3	0.00020229061765037373
TSGA10IP	0.00022265735664643522
MYPOP	0.0002102445121502948
WDR25	0.00020545174617900253
ODF3B	0.00014928526085256137
THAP7	0.000219467616387704
KRTAP12-1	0.00021554604378375616
ASCL4	0.0001415726556156961
ZNF512B	0.00021847950599208804
ZNF587	0.00022436630350501963
TMSB4X	0.00021163143026571124
KRTAP12-2	0.00022341028757554503
DCDC2B	0.00016481263194969997
TRIM27	0.00022888907440584484
E2F8	0.0001603043454764661
MYBPHL	0.00012196261917941586
VWC2L	0.00019877748497513348
C9J3D2	0.00018701656074184282
P4HA2	0.00017232147275702013
TRAF3IP2	0.00019408480759989787
RAD21	0.00022908282749037573
MPZL1	0.0001410261984038208
AMBP	0.00022165531519950638
CSF1	0.00021436703936432956
SRGN	0.00020074855037683804
FOSL2	0.00021890171317728673
GATA1	0.00022692576509210762
LMO2	0.00022699120249261267
ZFP36	0.00021334411497917684
PTPN6	0.00022837806118362235
CORO1A	0.0002138687298729242
UBE2I	0.00022969172100129
TLE5	0.00022914332883726223
TRO	0.00011020861864196254
RAB40B	0.00014332894159119685
HYAL2	0.00018698581243388606
NPRL3	0.00021278043330789998
PPIG	0.0002015282443752206
ADAM15	0.00020827585705918486
BAAT	0.00016781068677166073
NFKBIB	0.00022214264941336191
C9ORF116	4.2785756696974304e-05
MTUS2	0.0002285046150219828
EPHA10	0.00019746615822758187
Q5T6B4	0.00014095998084450866
EFCAB12	4.2785756696974304e-05
EPM2AIP1	0.00021006188462402388
UBE2Q1	0.00013176497516439832
ANKHD1	0.00019240551412843824
CCDC36	0.00021205908010696957
LNX2	0.00021844970872549217
SLC44A3	0.00010902615916992775
FAM71C	0.00019085130793282965
TYMSOS	0.00014923180187223414
RHEBL1	0.00017612788585139575
KTI12	7.197504688544446e-05
TMX3	4.278575669697429e-05
FBXL18	0.00022347215482803232
FOXN4	9.320405240663976e-05
PLEKHG4B	7.215018212717808e-05
C16ORF35	0.00016020458776321085
Q9H8J7	0.00017027459533472866
PLEKHF2	0.00022555393948536185
LATS2	0.0002199592182822203
TMEM14B	0.00022691438411234674
ZNRD1	0.00021690329189668007
IKZF3	0.00022646825203016504
TGFBR1	0.00022787311849343093
CD81	0.0002137798404170875
GAPDH	0.00022429017143480015
ENO1	0.00022030579736476624
TNFRSF1A	0.0002257243041360826
EEF1A1	0.00022771238676560246
FTL	0.0002038458384070116
TIMP1	0.00020610568556243833
ANXA2	0.00021344824570087697
FUBP1	0.00020875597915917199
SERPINF1	0.0001837887603087284
FBN1	0.00021000269514255188
CLIC1	0.00020056038430710487
NOTCH2	0.00022050522387219177
ECE1	0.00017594990580617297
OLFM3	0.00014194055598191257
ACTA2	0.00022251467323726763
A2M	0.00022347370393190693
HAGH	0.00011976132351348802
GGTLC1	6.809503722971022e-05
LGALS3	0.00020816738194532136
OLFML3	0.000141276322548689
PKLR	0.00019346580494387046
RFC1	0.0002233063897032981
IGLL1	0.0002003240654297268
MAEA	0.00015435484055401172
C1QB	0.0002219671327232747
TKT	0.0001405727333241205
CAP1	0.0001954376500578017
ALDOA	0.000210890081493442
MYL2	0.00022007527393300383
SGTA	0.00022678362234278336
USF1	0.00022698185713919007
USF2	0.00022385467700591647
ERBB3	0.00022733378311974367
NFASC	0.00020224786652452733
NRCAM	0.00019810759431659398
FZD10	0.0002197721216380481
FZD7	0.00022120002509355783
SPARC	0.00020466432453149179
SFRP1	0.00021282893473980192
FRZB	0.00020925679228444446
GLDN	4.228273478564868e-05
ETS2	0.0002203667851355372
CHRNA3	0.00015827161621004727
CHRNB4	0.00017736367256364767
KRT31	0.00022878816967344788
MDFI	0.00022908449450358695
KRTAP10-8	0.00022891401822159907
SNX1	0.0002140513894127679
KRT34	0.00022777730894579418
KRTAP1-1	0.00022611619770982616
KRTAP12-3	0.00022449899028704443
KRTAP1-3	0.0002257667555307906
KRTAP5-9	0.00022640695618288552
KRTAP9-3	0.00022367181051576057
KRTAP10-9	0.00022707143166964043
NOTCH2NLA	0.00022865551141465853
NBPF19	0.00022694921104593423
KRTAP10-7	0.0002279241794047901
KRTAP10-3	0.0002277825036417645
CHRNB1	0.00013859477857532698
MUSK	0.00020133708937852203
GRB2	0.00023059918651677122
ATF6B	0.00021919243700570788
GABRB2	0.0001947545703969178
SLC12A4	0.00016329954970669037
PPP1R9A	0.00017240811767917557
PRKAR1B	0.0002233412048385212
PPP1R2	0.0001751465480611567
TGOLN2	0.00021660897231203478
PPP1R9B	0.00019962262428918498
PPP1CA	0.00022851707136714
RPS6KB1	0.00022397966872671264
RAC1	0.00023009162560956136
RAC3	0.00022796250844705503
ARHGEF2	0.00021715268860931334
SHANK1	0.00021423441300492016
SHANK2	0.00021393594557421756
SHANK3	0.00021563162485085791
LGALS13	0.00016887826431301214
DSTN	0.0001714289616957457
CYBB	0.00021212151987314647
PFN2	0.00021149950842618557
CFL1	0.00021804435705116256
CFL2	0.00019303867564064622
EIF6	0.00021970245876356382
SH3GL2	0.00022687314385165698
PRSS23	0.00020158155055538472
NCF1	0.00021803055713004454
WASF1	0.00021574059971370395
SUMO4	0.00021959152753554876
PTPRO	0.00020489616706436282
ST3GAL3	0.00019941409509541461
NDRG1	0.00021702212582674075
DNASE1	0.0001101931405912277
ANXA5	0.00019880923286313265
FPR1	0.00020085867435324498
GSN	0.00021231031500116955
LSP1	0.00020378274621928773
VIL1	0.00014012779298774267
BCAP31	0.00021002139276207816
TMSB4Y	0.00014203131936903204
MAP1A	0.0001966363535650528
NR3C2	0.00021651908597508705
PLEC1	0.0001814037847771027
DYNLL1	0.00022962254696145686
PLD1	0.0002111387563218088
FHOD1	0.00019666452780629413
MYO1A	7.243155137835107e-05
ATF7IP	0.0002198814766253465
CAP2	0.00019923929976668967
SCIN	0.00016481291232210978
CAPZA3	0.0002231547815458037
NTAQ1	0.00022821494935230485
CDC37	0.00022864902710733286
ITGB3BP	0.00022639795320205167
MAPK6	0.0002278332951066595
DISC1	0.0002266093602467877
RPS6KA5	0.00022143072605857353
EHHADH	0.00022313142801054425
APOE	0.00022116676009814037
CCDC22	0.0002261075110355445
Q5T4W8	0.00010746943757938295
TNIK	0.0002149982161381465
WDYHV1	0.00022270365821721116
GIT2	0.00021489216897032767
PPP1CC	0.00022838056268543994
PS1TP5BP1	0.00014070991338117227
CDC42	0.0002295911970476809
MMP1	0.0002156891459483502
MMP13	0.00021142317116626727
MMP2	0.00022321952267515162
RAC2	0.0002284822996083319
RHOA	0.00022936590198624658
RHOC	0.00022552321648160712
RHOG	0.00022533433334128675
RHOJ	0.00022526938909637217
RHOQ	0.0002262152070598506
CASP3	0.00022759225012838853
CASP6	0.0002161127595820319
CASP7	0.00022123479576861667
EIF4A1	0.00022338710848049837
ACTR2	0.00022807166208237045
ACTR3	0.0002275315116399865
AP2A1	0.0002267867023456299
AP2A2	0.00022643425336937696
ARPC1A	0.0002272867789029378
ARPC2	0.00022726070509820532
ARPC3	0.000227725966804267
ARPC4	0.0002272957053981926
ARPC5	0.00022725372439250582
CLTA	0.0002274409403319425
CLTB	0.00022659491123883444
CTTN	0.00022538801968177949
HIP1	0.00022445700901133078
IL7R	0.000225707728098154
ITSN1	0.00022664870457896486
UBB	0.000230418352722459
WASL	0.0002266031459554872
EZR	0.00022308177149111494
RDX	0.0002169398957889385
ANK2	0.00022267946634463022
EED	0.00022594718026020623
IQGAP1	0.00022421737772592345
MSN	0.0002220254017101006
ACTL6A	0.00022248873343341344
ACTL6B	0.00020671067693884073
ACTR3B	0.0001891823117915697
ACTR3C	0.00016460752897517716
AFDN	0.00021953254691530128
ANK3	0.00022120864741394597
ARHGAP10	0.00020400625989078357
ARHGAP35	0.00021483942240271245
ARID1A	0.00022071301525787367
ARID1B	0.0002025721510310959
ARID2	0.0001952319089924699
ARPC1B	0.00022487272282286413
ARPC5L	0.0002046233118435614
BAIAP2	0.00021634434665654132
BRD7	0.0002144862470905835
BRK1	0.00020485297754607043
CAPZB	0.00022487016422385083
CDH1	0.00022752639084019309
CDH3	0.00022217055461464473
CHN1	0.00021267321518207718
CHN2	0.00020962749732915444
CTNNA1	0.00022729555264387467
CTNNA2	0.0002242090368501071
CTNNA3	0.00022518964023139184
CYFIP1	0.00021260815914927065
CYFIP2	0.00021136430205433835
DIAPH1	0.00021221017595112978
DKFZP686A1195	0.0002139644701147367
DKFZP686D0714	0.00015103873012032603
DPF1	0.0001965205703458651
DPF3	0.00021130278601113738
ENAH	0.00020448984449365412
EVL	0.00020725553735992757
FMNL1	0.00016528302011824483
FMNL2	0.00017576876177562284
FMNL3	0.00012110972005960581
GRLF1	0.0001547545346032612
HCLS1	0.0002214188181227116
HTT	0.00022798709390497854
IFT57	0.00021751571550006948
IQGAP3	0.00018778785687454947
ITGA1	0.00022447514752210949
ITGA10	0.0002223383024173776
ITGA11	0.00022226134488395247
ITGA2	0.00022435263709964857
ITGA2B	0.00022451827029489437
ITGA4	0.00022518257235840924
ITGA5	0.00022542181682077533
ITGA6	0.00022480092143162096
ITGA9	0.00022335118050566098
ITGAD	0.0002189134086367015
ITGAE	0.00021892506548613103
ITGAL	0.00022204942648747943
ITGAM	0.00022580158632257055
ITGAV	0.00022694029545618753
ITGAX	0.00022143258589916607
KDM3A	0.00020675747152590926
KDM3B	0.00019538760734403668
LCP1	0.00020813481901049607
LMNA	0.00022040136928133715
METAP1	0.00016505519441836658
MLLT4	0.00021251592352901225
MMP12	0.00020327254312932217
MMP15	0.00020336340606227766
MMP16	0.00019422894373165826
MMP19	0.00019551463822177882
MMP20	0.00018783782347166867
MMP21	0.0001789231874342119
MMP23B	0.0001813089965840079
MMP24	0.0001928213287693822
MMP25	0.0001955767575868073
MMP27	0.00017892318743421235
MMP28	0.00018385687431295971
MMP7	0.00021474253039240683
MMP8	0.0001984766829632731
MMP9	0.0002219169228678679
MRTFA	0.00020406623143734748
MYH1	0.00017879605501822408
MYH10	0.00021300316358370793
MYH11	0.00021327699872911583
MYH13	0.00017883440311953773
MYH14	0.00020326118676966299
MYH15	0.00011007830557722604
MYH2	0.0002234454714730623
MYH3	0.0002131435718737164
MYH4	0.00017591881086247193
MYH6	0.0002113685824520856
MYH7	0.00020251320668625733
MYH7B	0.000189483657128753
MYH8	0.00020910973564120097
MYH9	0.00022228404867039085
MYL10	0.00020969249677054528
MYL12A	0.00021646954663366883
MYL12B	0.00021406530615469268
MYL5	0.00020921401120679043
MYL6	0.00021777101202632984
MYL6B	0.0002130046420536151
MYL7	0.00021212745291492285
MYL9	0.00021494821088125207
MYLPF	0.0002110038796561581
MYO10	0.00019282095019337468
MYO1B	0.00011006106784476448
MYO1C	0.00022539309175425388
MYO1D	9.394451112777406e-05
MYO1E	0.000149301928497512
MYO1F	0.0001651168064691241
MYO1G	0.00012285149164827617
MYO1H	7.24315513783513e-05
MYO5A	0.00021119763259036203
MYO5B	0.00019531998107197383
MYO5C	0.0001335569826175301
MYO6	0.00021357144172276792
NCK1	0.00022882849742800987
NCKAP1	0.00021032321246058672
NCKAP1L	0.0002080721765585495
NCKIPSD	0.000213616780499729
NECTIN1	0.00020594146175134995
PBRM1	0.00019870822255464265
PFN1	0.0002146909666493272
PFN3	0.00016026236827346418
PFN4	0.000133158276840305
PHF10	0.00020946543669621886
PIP5K1C	0.0002187721705639006
PPARG	0.00022757972856723388
PRKCA	0.00022931521622026655
PRKCE	0.00022702600544616995
PRKN	0.0002239721773843282
RACK1	0.0002262976833405459
RNF2	0.00022472627471702432
SET	0.00021908699802397787
SETSIP	0.0001327491398222545
SMARCA2	0.00022547131380459443
SMARCA4	0.00022634067725331726
SMARCB1	0.00022514288211037455
SMARCC1	0.0002245398191296849
SMARCC2	0.00021997543936672927
SMARCD1	0.00022660319799794752
SMARCD2	0.00021422160713257117
SMARCD3	0.0002238158082613075
SMARCE1	0.00022511115426920397
SRGAP2	0.00021184376892072895
STK3	0.00021933131717086435
STX1A	0.00022758200176633964
STX4	0.0002243945162954277
SYDE1	0.0002072676403778715
SYDE2	0.0001999472817729478
SYNPO	0.00016525264219646277
THRA	0.00022339346213251897
TJP1	0.00022027314502019686
TNFAIP8	0.0002083685313014525
TRADD	0.0002227547470708505
TWF1	0.00018507780085833287
TWF2	0.00019606627568871527
WAS	0.00022266706426304282
WASF2	0.00021442156426725606
WASF3	0.00020940293057901226
WDR1	0.0001724416199445942
WHAMM	0.00016467307291674597
WIPF1	0.00021234506118306996
WIPF2	0.00019381790876463913
WIPF3	0.00018736467979496574
YWHAZ	0.00022973140984392467
ZNF703	0.00018325430925682644
ZYX	0.00021400947899117163
PRKAR1A	0.00022251989650436853
WRN	0.00022010675483195022
AKAP1	0.00018285272179566762
VEZF1	0.00021806287247471266
PIK3R3	0.0002286887906618909
GPKOW	0.00022694653050337864
LENG1	0.0002198481899392417
ANKS1A	0.00022137502707243455
FAM161A	0.00022428729554245614
MBD3	0.0002237691355430963
L3MBTL2	0.00021842805279427565
CCDC103	0.0001806431453161825
INPP5J	0.00020663163863607936
FAM187A	0.000174992698065388
PRKACA	0.0002305414453173923
AKAP7	0.00015178950021959341
AKAP14	0.00014056867819377996
CCDC187	0.00021798024486082107
BAG3	0.00022390069402443045
PRKAA2	0.0002273387926786743
GAS2L2	0.0002053534621473115
ZNF177	0.00018979226885491637
ZNF559-ZNF177	0.0001828770980960627
TEAD4	0.00022045587171928252
SH2D4A	0.00021841316531467665
SMG9	0.0002247827555833771
CEP19	0.00021148450707097365
DACH1	0.00020959245261355954
SYTL4	0.00019878804859678977
DTNB	0.00021670845108413435
PRPF18	0.00021951103106841575
SNW1	0.00022851301401092847
EEF2KMT	0.00017177016830259426
RUNX1T1	0.00022197221388009812
GUCA1A	0.00016105755994434814
TASOR2	0.00021241567915742526
POLE4	0.00020452942824484457
STK16	0.00022010586569355133
CDKN1A	0.00022890949640743313
GNL3L	0.00017882685028385018
CAMSAP1	0.00017482904920180869
COX5B	0.000218577032233833
GOLGA1	0.00020872209601134303
FCHSD2	0.00021301696830705147
UACA	0.0001785028695289728
SHC3	0.00022488473061200417
MED8	0.0002201117023073117
NXF1	0.0002258024255739405
IGFN1	0.0002087901182164983
ZMYND19	0.0002120435669568536
ZNF35	0.00020339059860545136
RARG	0.00022354049268483717
ZNF329	0.00019656077073975362
PSMG1	0.00010917570860724418
BAG6	0.00022452392461531746
BOD1L2	0.00012289416480461553
ADRB2	0.00022432474364949653
EGFR	0.0002303197195676799
PRKACB	0.00023014753607729818
PRKACG	0.00023010335898191172
MAPK3	0.0002299278380866742
BCL2L1	0.00022606812426300243
MLXIPL	0.0002062677466318577
CCL11	0.00021875019875295626
CCL4	0.00022152824088977807
CSK	0.0002258470225307595
HEL-S-105	0.00020271614792958717
PGR	0.0002224313824891183
PRKAR2B	0.00022593653326066754
CD247	0.0002276343070782809
EDN1	0.00022477200669001005
GNAS	0.00022653341731460774
AKAP5	0.0002088728660516317
F2	0.00022428071639749998
FLJ00404	0.00020410212611183848
NOS1	0.00022009245839424841
CDK4	0.00022895142719566464
CF	0.00017588035778786114
AKAP10	0.00015507527882955264
BCL2	0.0002273314799891108
CD2	0.00020922887406726014
LIPE	0.00020132499364833913
MLC1	0.00017864101755812295
PPP1R1B	0.00019734333100191189
PRKG1	0.00022265679263868568
PRKG2	0.00022015426454783583
PTPN11	0.0002289855442274101
SLC9A3R1	0.00022127688509982016
SUFU	0.0002251715881485163
GSK3B	0.00022939272689281975
CSNK2A1	0.00022896376486859744
NEK2	0.00022598834845106045
CSNK2A2	0.00022597174614789412
CDK5	0.00022476966813812722
LMTK2	0.00013269671478318562
TERF2IP	0.0002256255422886461
TINF2	0.0002221340402898685
PPP1CB	0.00022657535417036363
ZFR	0.00018271227251494976
AP1M1	0.00022485373503323478
AP1M2	0.00021295168864820214
AP2M1	0.0002275078510189299
AP3M1	0.00019573561852172903
AP4M1	0.00018401084570032224
PRKD2	0.00022031557708399044
PIK3R1	0.00023016636388094186
ABL1	0.00022900238606212355
PLCG1	0.00022962122248055208
AAK1	0.0002227649030999227
AMPH	0.0002244175549313012
AP2B1	0.00022692383217750694
AP2S1	0.00022617437138435498
BIN1	0.00022515765659318062
CLTC	0.00022813986242564178
CLTCL1	0.00022661751704412383
DNAJC6	0.00022261959746205874
