gene	average_neighbors
CARD8	187.33333333333334
CTNNB1	160.60170697012802
BRCA1	168.67816091954023
FOXO1	211.79310344827587
SRF	134.62755102040816
ESR1	164.1798418972332
CAPN1	157.42352941176472
CKM	80.47058823529412
TNFRSF11A	227.42168674698794
ADAM17	183.126582278481
TRAF6	162.4547619047619
AK1	248.2
SLC34A1	169.45454545454547
IGFBP5	82.20408163265306
MCM7	127.58278145695364
POGZ	97.12359550561797
BANP	90.98936170212765
QRICH1	117.52542372881356
DCP1A	202.2828947368421
ZNF76	107.72340425531915
GAS8	123.87603305785125
PPP1R32	150.38028169014083
GOLGA6A	120.19148936170212
FAM204A	152.0
NRF1	125.13461538461539
ZNF410	151.76363636363635
C2CD6	145.24590163934425
KANK2	121.63959390862944
FAM214B	152.65079365079364
PRDM6	130.22666666666666
ZNF200	348.2
PRDM11	172.0
SOX30	127.8
BARX2	255.23076923076923
IFI35	151.63636363636363
RFX3	146.94594594594594
YPEL3	106.23076923076923
ABLIM1	275.38709677419354
MISP	126.44444444444444
CCDC198	242.88888888888889
YY1	142.65606936416185
GMEB2	165.21212121212122
TOX3	126.94117647058823
RASL12	273.9
ZNF85	253.1
POU6F2	86.0204081632653
GTF2H1	194.70673076923077
PHF1	151.56666666666666
ID3	135.58333333333334
BLZF1	138.05825242718447
KLF12	221.33333333333334
CCDC92	268.54545454545456
LRIF1	112.3489932885906
SNAI1	250.14736842105262
C20orf85	98.72727272727273
AMOT	130.46341463414635
RAI2	170.66666666666666
CSN2	357.4736842105263
PRR5L	109.22222222222223
PHF21A	220.25
NIBAN1	324.6666666666667
ABI1	184.47706422018348
ZSCAN9	91.41176470588235
SLAIN1	124.97142857142858
GLYR1	119.73684210526316
GATAD2B	150.75
CAND2	219.3846153846154
DDIT4L	87.98709677419355
RIPPLY1	130.2826086956522
A1CF	166.88888888888889
SH3RF1	97.77272727272727
LDLRAP1	161.56060606060606
PKNOX1	233.71428571428572
HSF2BP	80.85810810810811
SCNM1	133.51704545454547
DAPL1	75.8
ANKRD55	121.8695652173913
PKNOX2	127.1470588235294
AKIP1	360.0
ZNF143	155.04032258064515
SP2	142.86363636363637
ZNF23	211.36
GNG4	152.55844155844156
VXN	196.6
DLGAP1	188.55555555555554
KIF5B	172.76
MBD3L1	112.546875
ZNF131	332.42857142857144
IL16	148.03773584905662
GNG12	146.64016736401675
JUP	161.0
DEAF1	170.48
ZNF620	112.0
TRIM73	190.57894736842104
WASHC1	108.64615384615385
IKZF1	133.42857142857142
NBPF6	144.5
SPRY4	234.30188679245282
GTF2F2	185.4829721362229
SAXO2	147.0
ZNF655	88.35443037974683
SREBF2	186.93457943925233
KPRP	127.91588785046729
TCP10L	176.57575757575756
MAGEL2	153.33333333333334
MYO15B	115.55208333333333
REL	122.50111856823266
ZNF417	137.9712643678161
HCK	183.95070422535213
ZFP64	110.12
DTX2	86.47014925373135
F5H1Q3	148.0
SIGLEC6	189.15384615384616
ZBTB25	139.77777777777777
INCA1	84.36725663716814
KIAA1217	184.70833333333334
ZMYM4	192.27272727272728
SAXO1	123.70212765957447
ARHGAP9	238.05405405405406
DUSP10	230.47826086956522
STAT3	129.9728183118741
DVL2	173.55240793201133
DVL3	140.28530259365994
SMAD3	147.9164835164835
SP1	130.3585185185185
JUN	131.9538258575198
EGR2	195.82242990654206
FOS	150.81352459016392
TFAP2A	115.8582995951417
MAPK1	167.7556904400607
ATF3	191.67924528301887
GATA2	166.7089947089947
SIRT1	191.65432098765433
CREB1	140.83668341708542
SMAD2	144.71776155717762
SMAD4	142.42619047619047
DVL1	177.6322869955157
ANKRD1	169.8
TRAF2	115.06306306306307
PHB2	155.61904761904762
PELP1	227.1060606060606
SOX15	163.5
CREM	199.82142857142858
DPF2	187.45454545454547
GABPA	130.8165137614679
GLIS2	159.90322580645162
HCFC1	167.9
SPHK1	258.3709677419355
ZNF341	284.6111111111111
CTBP2	80.90082644628099
TRIP6	112.86413043478261
LASP1	142.390243902439
KLF8	202.5
MZF1	112.66666666666667
CDC25B	264.864406779661
AIMP2	120.78313253012048
PAK7	266.7142857142857
CDC42EP1	184.57142857142858
PHC2	157.19
RBM42	160.47058823529412
RFX6	103.72222222222223
MED15	189.45348837209303
LNX1	95.38536585365854
ADAMTSL4	94.25116279069768
HOXA1	120.42378048780488
GUCD1	123.28571428571429
FAM90A1	147.94303797468353
DMRT3	172.57954545454547
GCM2	119.33333333333333
LMO4	157.46666666666667
PRR35	116.8875
CRYBA2	122.75
ARID5A	123.27692307692308
CYSRT1	71.66332665330661
NDUFAB1	92.53211009174312
PKP2	140.31914893617022
WNK1	139.6875
TBC1D22B	153.73684210526315
DLGAP4	186.4909090909091
CASS4	248.85
RSPH14	155.3170731707317
ARHGEF10	220.75
LHB	207.1875
TYK2	171.31976744186048
THEG	233.33333333333334
MRPL27	104.01030927835052
KLF3	196.35714285714286
SNRPC	195.33333333333334
SNRPB	192.18064516129033
FAM110A	187.73684210526315
KIRREL2	168.5
HAPLN2	159.3404255319149
SBF2	98.77777777777777
KIDINS220	181.0
SDCBP	88.29467084639498
ZCCHC14	157.78571428571428
CBX8	166.31746031746033
C1orf94	136.02439024390245
SNRPG	209.40408163265306
TMEM108	108.25
CRIP3	92.0
CREB5	151.09130434782608
MRRF	104.57291666666667
TUBA3E	126.43181818181819
MMP14	148.87951807228916
C9orf116	163.0
SAP30BP	176.2093023255814
TTLL10	259.0
HIPK1	201.76190476190476
SLC25A46	86.75
MYOZ3	104.84507042253522
SLU7	222.15384615384616
PATL1	171.33333333333334
CNNM3	168.77333333333334
SHE	200.4
MRM3	85.58333333333333
FADS6	155.05263157894737
FAM222B	90.65714285714286
MSRB3	154.0
TSGA10IP	134.0900900900901
MYPOP	161.86363636363637
WDR25	180.77142857142857
ODF3B	206.375
THAP7	217.4375
KRTAP12-1	141.05
ASCL4	209.28571428571428
ZNF512B	130.23076923076923
ZNF587	162.58273381294964
TMSB4X	190.91489361702128
KRTAP12-2	93.53658536585365
DCDC2B	228.8181818181818
TRIM27	112.04787234042553
E2F8	249.6
MYBPHL	128.0
VWC2L	128.35714285714286
C9J3D2	128.47368421052633
P4HA2	93.23076923076923
TRAF3IP2	252.8695652173913
RAD21	126.65441176470588
MPZL1	315.2857142857143
AMBP	191.02
CSF1	250.6727272727273
SRGN	122.17241379310344
FOSL2	173.5064935064935
GATA1	151.11574074074073
LMO2	138.79638009049773
ZFP36	185.21153846153845
PTPN6	164.6024844720497
CORO1A	154.74074074074073
UBE2I	124.79777365491651
TLE5	125.22463768115942
TRO	251.75
RAB40B	91.0
HYAL2	144.68421052631578
NPRL3	87.6923076923077
PPIG	144.36666666666667
ADAM15	232.225
BAAT	61.75
NFKBIB	239.44230769230768
C9ORF116	163.0
MTUS2	78.33928571428571
EPHA10	79.11538461538461
Q5T6B4	88.0
EFCAB12	163.0
EPM2AIP1	123.9090909090909
UBE2Q1	91.0
ANKHD1	150.4090909090909
CCDC36	134.9387755102041
LNX2	144.62337662337663
SLC44A3	220.75
FAM71C	172.04761904761904
TYMSOS	225.625
RHEBL1	270.92857142857144
KTI12	112.0
TMX3	163.0
FBXL18	193.7560975609756
FOXN4	182.33333333333334
PLEKHG4B	135.5
C16ORF35	128.3
Q9H8J7	94.0
PLEKHF2	56.64204545454545
LATS2	192.13095238095238
TMEM14B	51.98689956331878
ZNRD1	181.27272727272728
IKZF3	184.53846153846155
TGFBR1	112.32624113475177
CD81	108.76363636363637
GAPDH	180.0
ENO1	198.45977011494253
TNFRSF1A	210.10526315789474
EEF1A1	161.40151515151516
FTL	175.05882352941177
TIMP1	290.5833333333333
ANXA2	185.57407407407408
FUBP1	148.17073170731706
SERPINF1	181.05882352941177
FBN1	92.77272727272727
CLIC1	154.41379310344828
NOTCH2	149.75824175824175
ECE1	267.85714285714283
OLFM3	229.42857142857142
ACTA2	136.06306306306305
A2M	127.18253968253968
HAGH	156.4
GGTLC1	18.666666666666668
LGALS3	144.5121951219512
OLFML3	114.85714285714286
PKLR	154.34782608695653
RFC1	214.825
IGLL1	132.72413793103448
MAEA	26.363636363636363
C1QB	154.68269230769232
TKT	68.85714285714286
CAP1	128.12
ALDOA	184.08695652173913
MYL2	110.22988505747126
SGTA	67.48471615720524
USF1	123.62162162162163
USF2	147.77692307692308
ERBB3	215.90254237288136
NFASC	166.5483870967742
NRCAM	77.88888888888889
FZD10	185.6265060240964
FZD7	168.30526315789473
SPARC	130.02941176470588
SFRP1	174.23529411764707
FRZB	97.11904761904762
GLDN	50.0
ETS2	200.0
CHRNA3	73.0909090909091
CHRNB4	136.7058823529412
KRT31	84.69209809264305
MDFI	63.45601851851852
KRTAP10-8	68.45780051150895
SNX1	102.30357142857143
KRT34	83.52416356877323
KRTAP1-1	76.21164021164022
KRTAP12-3	87.06293706293707
KRTAP1-3	81.6590909090909
KRTAP5-9	85.7
KRTAP9-3	104.26771653543307
KRTAP10-9	79.48471615720524
NOTCH2NLA	66.4
NBPF19	69.82062780269058
KRTAP10-7	68.17132867132867
KRTAP10-3	66.34545454545454
CHRNB1	64.71428571428571
MUSK	200.8
GRB2	122.78312070657508
ATF6B	185.0759493670886
GABRB2	66.84
SLC12A4	95.0
PPP1R9A	172.53846153846155
PRKAR1B	164.11570247933884
PPP1R2	184.71428571428572
TGOLN2	216.75
PPP1R9B	192.67857142857142
PPP1CA	130.02616279069767
RPS6KB1	250.36923076923077
RAC1	137.0
RAC3	125.60992907801419
ARHGEF2	172.46268656716418
SHANK1	95.56140350877193
SHANK2	139.64285714285714
SHANK3	180.7704918032787
LGALS13	159.08333333333334
DSTN	119.6923076923077
CYBB	179.3265306122449
PFN2	133.02083333333334
CFL1	157.7123287671233
CFL2	128.04347826086956
EIF6	107.24719101123596
SH3GL2	154.73488372093024
PRSS23	80.03030303030303
NCF1	190.36111111111111
WASF1	206.13114754098362
SUMO4	149.48192771084337
PTPRO	211.73529411764707
ST3GAL3	54.63333333333333
NDRG1	176.55223880597015
DNASE1	285.5
ANXA5	122.96296296296296
FPR1	253.3448275862069
GSN	239.40816326530611
LSP1	170.4848484848485
VIL1	289.7142857142857
BCAP31	96.33333333333333
TMSB4Y	245.85714285714286
MAP1A	171.4
NR3C2	210.234375
PLEC1	214.625
DYNLL1	140.40462427745663
PLD1	271.8695652173913
FHOD1	226.64
MYO1A	433.5
ATF7IP	126.9888888888889
CAP2	146.9655172413793
SCIN	106.81818181818181
CAPZA3	151.5677966101695
NTAQ1	71.10543130990415
CDC37	131.55431754874652
ITGB3BP	185.72820512820513
MAPK6	127.57706093189964
DISC1	107.25961538461539
RPS6KA5	238.09278350515464
EHHADH	107.55833333333334
APOE	104.65979381443299
CCDC22	112.72105263157894
Q5T4W8	131.5
TNIK	136.74576271186442
WDYHV1	107.5391304347826
GIT2	170.29310344827587
PPP1CC	142.00315457413248
PS1TP5BP1	101.42857142857143
CDC42	143.27592954990214
MMP1	145.1639344262295
MMP13	180.93617021276594
MMP2	163.50833333333333
RAC2	127.66869300911854
RHOA	146.19389978213508
RHOC	81.31764705882352
RHOG	93.3109756097561
RHOJ	90.32716049382717
RHOQ	85.45026178010471
CASP3	151.13385826771653
CASP6	165.43548387096774
CASP7	142.0625
EIF4A1	159.9430894308943
ACTR2	168.74048442906573
ACTR3	185.66666666666666
AP2A1	161.25714285714287
AP2A2	170.01538461538462
ARPC1A	181.67234042553193
ARPC2	181.9059829059829
ARPC3	171.6969696969697
ARPC4	179.99576271186442
ARPC5	184.23175965665237
CLTA	141.75720164609052
CLTB	150.89054726368158
CTTN	198.01863354037266
HIP1	202.38571428571427
IL7R	155.66470588235293
ITSN1	170.82692307692307
UBB	146.20259128386337
WASL	199.85572139303483
EZR	160.28333333333333
RDX	116.3970588235294
ANK2	146.80357142857142
EED	174.04494382022472
IQGAP1	204.02941176470588
MSN	133.12264150943398
ACTL6A	169.651376146789
ACTL6B	179.1891891891892
ACTR3B	177.4
ACTR3C	187.54545454545453
AFDN	211.54320987654322
ANK3	156.6315789473684
ARHGAP10	210.66666666666666
ARHGAP35	229.21052631578948
ARID1A	212.5888888888889
ARID1B	216.41935483870967
ARID2	117.83333333333333
ARPC1B	168.86666666666667
ARPC5L	166.47058823529412
BAIAP2	186.046875
BRD7	173.01785714285714
BRK1	216.41176470588235
CAPZB	143.0
CDH1	136.6887159533074
CDH3	107.65486725663717
CHN1	193.76
CHN2	188.06976744186048
CTNNA1	139.4308943089431
CTNNA2	111.57931034482759
CTNNA3	102.68862275449102
CYFIP1	203.64
CYFIP2	195.74468085106383
DIAPH1	169.9387755102041
DKFZP686A1195	78.70175438596492
DKFZP686D0714	124.11111111111111
DPF1	152.04
DPF3	121.93617021276596
ENAH	173.5142857142857
EVL	211.47368421052633
FMNL1	301.0
FMNL2	191.57142857142858
FMNL3	256.0
GRLF1	251.33333333333334
HCLS1	175.59183673469389
HTT	130.42611683848799
IFT57	110.09859154929578
IQGAP3	279.0
ITGA1	116.45070422535211
ITGA10	129.44444444444446
ITGA11	130.55140186915887
ITGA2	160.25899280575538
ITGA2B	150.26760563380282
ITGA4	136.36708860759492
ITGA5	131.9451219512195
ITGA6	162.59459459459458
ITGA9	118.31967213114754
ITGAD	156.4805194805195
ITGAE	169.53246753246754
ITGAL	171.72115384615384
ITGAM	138.5344827586207
ITGAV	144.97260273972603
ITGAX	186.01030927835052
KDM3A	230.51351351351352
KDM3B	227.33333333333334
LCP1	151.02439024390245
LMNA	168.37777777777777
METAP1	249.27272727272728
MLLT4	131.2549019607843
MMP12	193.6875
MMP15	185.96875
MMP16	228.65217391304347
MMP19	195.58333333333334
MMP20	199.42105263157896
MMP21	236.13333333333333
MMP23B	222.125
MMP24	235.0909090909091
MMP25	245.79166666666666
MMP27	236.13333333333333
MMP28	255.35294117647058
MMP7	139.0
MMP8	153.62962962962962
MMP9	156.5728155339806
MRTFA	237.0909090909091
MYH1	153.06666666666666
MYH10	162.90196078431373
MYH11	162.65384615384616
MYH13	177.26666666666668
MYH14	203.65625
MYH15	261.0
MYH2	168.9430894308943
MYH3	125.03846153846153
MYH4	175.14285714285714
MYH6	110.38297872340425
MYH7	124.6774193548387
MYH7B	174.25
MYH8	103.88095238095238
MYH9	149.47663551401868
MYL10	119.65116279069767
MYL12A	142.828125
MYL12B	137.4
MYL5	120.28571428571429
MYL6	139.88732394366198
MYL6B	114.1923076923077
MYL7	122.91836734693878
MYL9	130.79310344827587
MYLPF	146.54347826086956
MYO10	228.86363636363637
MYO1B	258.5
MYO1C	178.99382716049382
MYO1D	394.6666666666667
MYO1E	231.125
MYO1F	175.0909090909091
MYO1G	219.6
MYO1H	433.5
MYO5A	137.82978723404256
MYO5B	164.79166666666666
MYO5C	275.0
MYO6	179.45283018867926
NCK1	127.0855614973262
NCKAP1	236.22222222222223
NCKAP1L	195.4
NCKIPSD	210.49056603773585
NECTIN1	174.47222222222223
PBRM1	146.44444444444446
PFN1	174.60344827586206
PFN3	147.1
PFN4	205.16666666666666
PHF10	177.41860465116278
PIP5K1C	192.96052631578948
PPARG	143.63385826771653
PRKCA	163.5
PRKCE	202.61818181818182
PRKN	169.14285714285714
RACK1	216.88359788359787
RNF2	152.29931972789115
SET	181.7
SETSIP	194.5
SMARCA2	171.22560975609755
SMARCA4	150.16494845360825
SMARCB1	175.87261146496814
SMARCC1	174.51408450704224
SMARCC2	203.74117647058824
SMARCD1	131.23152709359607
SMARCD2	196.1090909090909
SMARCD3	157.296875
SMARCE1	194.51298701298703
SRGAP2	179.81632653061226
STK3	114.26829268292683
STX1A	75.96153846153847
STX4	111.25352112676056
SYDE1	179.05263157894737
SYDE2	212.14285714285714
SYNPO	300.90909090909093
THRA	192.00819672131146
TJP1	93.23076923076923
TNFAIP8	179.5
TRADD	128.23684210526315
TWF1	162.77777777777777
TWF2	184.36
WAS	184.03603603603602
WASF2	228.69642857142858
WASF3	207.64285714285714
WDR1	219.53846153846155
WHAMM	219.54545454545453
WIPF1	209.77551020408163
WIPF2	259.5217391304348
WIPF3	297.1578947368421
YWHAZ	136.9871323529412
ZNF703	176.1764705882353
ZYX	140.70909090909092
PRKAR1A	169.72072072072072
WRN	145.2906976744186
AKAP1	248.1764705882353
VEZF1	143.70833333333334
PIK3R3	152.04857142857142
GPKOW	230.40092165898616
LENG1	152.3855421686747
ANKS1A	130.91836734693877
FAM161A	122.21739130434783
MBD3	155.8203125
L3MBTL2	124.94666666666667
CCDC103	159.7058823529412
INPP5J	181.54054054054055
FAM187A	160.42857142857142
PRKACA	87.13752455795678
AKAP7	83.44444444444444
AKAP14	211.85714285714286
CCDC187	167.61971830985917
BAG3	124.67669172932331
PRKAA2	148.99159663865547
GAS2L2	157.97142857142856
ZNF177	175.9047619047619
ZNF559-ZNF177	134.1764705882353
TEAD4	137.46153846153845
SH2D4A	153.36486486486487
SMG9	207.12925170068027
CEP19	66.70588235294117
DACH1	173.97674418604652
SYTL4	123.03703703703704
DTNB	121.17910447761194
PRPF18	155.96296296296296
SNW1	202.61702127659575
EEF2KMT	113.84615384615384
RUNX1T1	130.6601941747573
GUCA1A	71.07692307692308
TASOR2	152.34
POLE4	104.76470588235294
STK16	137.62790697674419
CDKN1A	186.0185185185185
GNL3L	202.73333333333332
CAMSAP1	112.92857142857143
COX5B	96.21794871794872
GOLGA1	109.41463414634147
FCHSD2	113.58490566037736
UACA	148.66666666666666
SHC3	210.29054054054055
MED8	169.8372093023256
NXF1	143.64
IGFN1	137.0731707317073
ZMYND19	77.86274509803921
ZNF35	172.21875
RARG	182.8031496062992
ZNF329	181.36
PSMG1	101.25
BAG6	120.8896551724138
BOD1L2	300.4
ADRB2	203.38686131386862
EGFR	148.0697969543147
PRKACB	74.88612565445027
PRKACG	68.81451612903226
MAPK3	159.06788079470198
BCL2L1	162.70810810810812
MLXIPL	187.97297297297297
CCL11	200.32894736842104
CCL4	194.77551020408163
CSK	187.22857142857143
HEL-S-105	194.09375
PGR	272.97222222222223
PRKAR2B	176.2290502793296
CD247	179.1556420233463
EDN1	200.20805369127515
GNAS	95.53333333333333
AKAP5	164.53658536585365
F2	111.37857142857143
FLJ00404	225.87878787878788
NOS1	154.29885057471265
CDK4	178.8
CF	230.35714285714286
AKAP10	344.8888888888889
BCL2	182.9071729957806
CD2	198.33333333333334
LIPE	210.76666666666668
MLC1	178.0
PPP1R1B	229.1153846153846
PRKG1	112.24561403508773
PRKG2	107.76136363636364
PTPN11	167.98457583547557
SLC9A3R1	177.16
SUFU	190.76100628930817
GSK3B	154.6244635193133
CSNK2A1	142.88341968911917
NEK2	182.11666666666667
CSNK2A2	149.27777777777777
CDK5	166.90666666666667
LMTK2	161.0
TERF2IP	74.5
TINF2	79.52678571428571
PPP1CB	119.29556650246306
ZFR	147.23529411764707
AP1M1	116.10596026490066
AP1M2	144.86274509803923
AP2M1	142.93307086614172
AP3M1	105.68
AP4M1	72.38888888888889
PRKD2	223.73563218390805
PIK3R1	144.4223163841808
ABL1	147.0050505050505
PLCG1	139.63883495145632
AAK1	208.66071428571428
AMPH	199.41726618705036
AP2B1	161.72811059907835
AP2S1	171.44864864864866
BIN1	205.4516129032258
CLTC	152.30612244897958
CLTCL1	155.95544554455446
DNAJC6	204.3181818181818
DNM2	192.5304347826087
EPS15	194.248322147651
FCHO1	180.27906976744185
FCHO2	212.22727272727272
FNBP1	195.171875
FNBP1L	191.3252032520325
GAK	213.73684210526315
GAPVD1	209.37962962962962
HIP1R	214.23893805309734
HSPA8	186.36006825938566
NECAP1	208.57758620689654
OCRL	193.23391812865498
PACSIN2	201.91666666666666
PIK3C2A	169.07638888888889
RAB5A	163.8
REPS1	197.03225806451613
SGIP1	209.66363636363636
SNX9	195.336
SYNJ1	187.66666666666666
SYNJ2	206.58219178082192
FAM20A	45.757009345794394
FAM20C	48.80672268907563
TRIP10	193.74175824175825
TIAM1	204.46236559139786
ADRA1B	260.9811320754717
ADRA1A	257.0
CDKN2A	207.6969696969697
DCX	196.2
DRD2	193.9431818181818
CCKAR	203.75
CCKBR	332.77272727272725
CHRM3	254.53333333333333
RGS2	151.97368421052633
ACTA1	113.1219512195122
OPRM1	148.48305084745763
RGS9	194.94285714285715
SPATA13	270.25
YWHAE	143.16565656565658
TP53BP2	138.28571428571428
SPRED1	219.60416666666666
PRKCD	194.47899159663865
PPP1R8	196.03030303030303
PPP1R15A	183.4318181818182
RB1	158.7062937062937
VDR	190.17117117117118
TP53	137.74946466809422
EIF2AK2	193.9157894736842
STAU1	192.1904761904762
H2AFX	167.17435897435897
BCL2L2	115.75757575757575
FXYD1	202.4375
AURKA	193.5
PCDH7	96.23611111111111
BAD	200.80434782608697
PPP1R10	214.6
AKAP9	165.95336787564767
CAD	225.96
PPP1R2P9	344.0
PPP2CA	181.71951219512195
PPP1R11	169.66666666666666
PHACTR3	123.81818181818181
MYO16	281.3076923076923
PHACTR1	172.5
CDC5L	187.86297376093293
KIAA1949	344.0
PHACTR4	631.0
BAX	202.8134328358209
APAF1	171.69230769230768
HSPA4	212.95555555555555
ID2	175.13333333333333
SKP1	181.57894736842104
PTEN	192.95910780669146
CUL1	176.39935064935065
AKAP11	158.45454545454547
KIF13A	268.3636363636364
NOM1	205.0
YLPM1	244.2
PPP1R15B	404.75
C9orf75	344.0
STAM	207.37
KIF18A	175.1741935483871
KANK1	181.66666666666666
PPP1R3B	125.14814814814815
PLCL2	140.85714285714286
CASC5	184.33333333333334
C1orf114	344.0
PPP1R13B	114.50666666666666
ZFYVE16	152.08333333333334
PPP1R13L	385.8421052631579
CSRNP2	258.5
SYTL2	140.71428571428572
TUSC3	77.36363636363636
HEYL	197.5744680851064
PPP1R16B	164.51282051282053
PPP1R3C	214.1315789473684
PPP1R2C	288.0
CSRNP1	200.92307692307693
TPRN	102.55555555555556
PPP1R27	187.33333333333334
RANBP9	189.8653846153846
TGFBR2	171.82894736842104
PPP1R18	171.95
PPP1R7	185.8
SNCAIP	180.16216216216216
RIF1	117.98684210526316
WBP11	238.79207920792078
H7BXP5	344.0
MPHOSPH10	133.85542168674698
PPP1R37	82.38461538461539
CD2BP2	235.87027027027028
DLD	87.27450980392157
MAPT	249.6727272727273
AKT1	165.73712255772648
YAP1	183.49425287356323
TOR1AIP1	93.78571428571429
PPP1R26	190.33333333333334
CCDC181	344.0
CDCA2	199.5
PPP1R2B	216.25
CNST	219.8
AATK	379.75
C9ORF75	344.0
KNL1	188.3304347826087
SH3RF2	252.42857142857142
TOE1	137.0
UPI000013F4A0	213.5
UPI0000EE3EB3	344.0
UPI0005D02BBB	344.0
AURKB	196.65051903114187
CCNB1	175.032
CDK1	158.7748344370861
CPSF1	216.0672268907563
CPSF2	225.2579185520362
CPSF3	226.94570135746605
CPSF4	222.76211453744494
FIP1L1	226.3640350877193
ISG15	198.81756756756758
MDM2	190.75851393188856
WDR33	222.19742489270385
XPO1	149.80735930735932
EIF2S1	176.9738562091503
DAB2	234.96428571428572
EPN1	224.45714285714286
BHLHE40	152.6439393939394
ATM	147.53023255813955
CHEK2	130.73831775700936
HDAC1	125.24479166666667
MAX	141.40322580645162
CEBPA	142.06545454545454
CACNA1C	170.77586206896552
CACNA1D	177.88181818181818
MAPRE1	170.80149812734084
PLIN1	267.30434782608694
CDK2	170.15107913669064
GPX1	236.75
LRRK2	183.60655737704917
TP73	233.80851063829786
TRIM28	171.56382978723406
WWTR1	171.53956834532374
PRKAG1	165.20754716981133
TERF2	107.46363636363637
ATF2	180.40073529411765
MEF2C	159.95652173913044
PFDN6	123.54054054054055
POLR2E	180.56716417910448
ACVRL1	115.484375
AKT2	189.09019607843138
AKT3	205.42233009708738
ARNTL	183.4835164835165
ATF4	155.00492610837438
AXIN1	212.125
BMP2	89.78260869565217
BMP4	96.56521739130434
BMPR1A	122.29411764705883
BMPR1B	111.91447368421052
BMPR2	121.55118110236221
BTBD10	278.54545454545456
C1QA	154.05833333333334
